n,t_n,q_n,k_n,h_n,d_dot_n,T_n,W_n
536,27404.5945226305,0.2834550664,1.2330157579,0.2133033514,9.1305179224,29.8819603082,3.2977747411
537,27434.4764829387,0.3210478508,1.2313026053,0.2120059197,9.1304859768,5.0002456258,28.1688193048
538,27439.4767285645,0.2978643474,1.2330442053,0.2133223151,9.1305183620,30.2515601594,3.2878265549
539,27469.7282887239,0.2514063598,1.2312243255,0.2119567257,9.1304848925,5.2149548912,28.5393277352
540,27474.9432436151,0.3300619419,1.2330312501,0.2133081359,9.1305178912,29.7832805726,3.4201345020
541,27504.7265241877,0.3184304484,1.2313024310,0.2120061438,9.1304859949,5.0002214181,28.0703869913
542,27509.7267456059,0.2948303593,1.2330436529,0.2133223186,9.1305183680,30.4992477437,3.2879002239
543,27540.2259933496,0.3351925225,1.2312658114,0.2119761901,9.1304851509,5.0005313900,28.7830588830
544,27545.2265247396,0.3199498907,1.2330151626,0.2132974301,9.1305176849,29.7501404205,3.2873571645
545,27574.9766651600,0.3053251033,1.2312931540,0.2120011694,9.1304859201,5.0001435393,28.0382607798
546,27579.9768086993,0.2813296465,1.2330341419,0.2133172810,9.1305182650,30.2696807442,3.2882700302
547,27610.2464894435,0.2363459655,1.2312404153,0.2119715359,9.1304852629,5.2295642381,28.5408877899
548,27615.4760536816,0.3358006968,1.2330325963,0.2133083749,9.1305178557,29.7506131273,3.5147472803
549,27645.2266668089,0.3051204060,1.2312950252,0.2120025358,9.1304859544,5.0001446962,28.0383872885
550,27650.2268115051,0.2807092727,1.2330356065,0.2133183936,9.1305182929,30.4995953905,3.2882791997
551,27680.7264068955,0.3249128616,1.2312610662,0.2119741277,9.1304851715,5.0002417197,28.7857260998
552,27685.7266486153,0.3089883370,1.2330099000,0.2132951065,9.1305176694,29.7501307873,3.2875875202
553,27715.4767794026,0.2860182603,1.2312802355,0.2119942234,9.1304857889,5.0003468081,28.0388643275
554,27720.4771262107,0.2613526230,1.2330210303,0.2133103683,9.1305181127,30.4993888319,3.2888607184
555,27750.9765150426,0.3190069595,1.2312586370,0.2119733084,9.1304851819,5.0001825262,28.7862504470
556,27755.9766975688,0.3026891377,1.2330071393,0.2132941094,9.1305176624,29.7501207331,3.2877728449
557,27785.7268183018,0.2773264526,1.2312752757,0.2119918706,9.1304857417,5.0017974422,28.0390700082
558,27790.7286157440,0.2520851352,1.2330173568,0.2133091206,9.1305180867,30.4976201999,3.2893494424
559,27821.2262359439,0.3307549382,1.2312722580,0.2119819957,9.1304853282,5.0003638535,28.7830766008
560,27826.2265997975,0.3140077150,1.2330201716,0.2133023421,9.1305178292,29.7501681461,3.2874632792
561,27855.9767679436,0.2885036320,1.2312874878,0.2119993716,9.1304859122,5.0002913792,28.0385576695
562,27860.9770593228,0.2626986424,1.2330270756,0.2133147365,9.1305182186,30.4992028958,3.2887879257
563,27891.4762622186,0.3300538376,1.2312731176,0.2119825128,9.1304853459,5.0003470726,28.7846695741
564,27896.4766092912,0.3131161303,1.2330208488,0.2133027482,9.1305178423,29.7502172538,3.2874834926
565,27926.2268265450,0.2756904059,1.2312772866,0.2119932869,9.1304857783,5.0028440629,28.0388203342
566,27931.2296706079,0.2496804282,1.2330199677,0.2133111141,9.1305181363,30.4968981104,3.2895818403
567,27961.7265687183,0.3150559756,1.2312609678,0.2119753344,9.1304852492,5.0001590383,28.7838994519
568,27966.7267277567,0.2979644204,1.2330087277,0.2132956840,9.1305177116,29.7501863969,3.2879064415
569,27996.4769141536,0.2661846394,1.2312707504,0.2119896697,9.1304856972,5.0211781095,28.0391439764
570,28001.4980922631,0.2374581053,1.2330362379,0.2133254807,9.1305184908,30.4786677795,3.2935683151
571,28031.9767600426,0.2900873187,1.2312404173,0.2119633996,9.1304850220,5.0000956322,28.7666466875
572,28036.9768556748,0.2729110691,1.2329883268,0.2132839878,9.1305174605,29.7522533376,3.2886541310
573,28066.7291090124,0.2491371994,1.2312607364,0.2119847518,9.1304855850,5.2466364845,28.0398023863
574,28071.9757454970,0.3389723171,1.2330675567,0.2133342119,9.1305184599,30.2509107784,3.5309333719
575,28102.2266562754,0.3063760408,1.2312580864,0.2119745212,9.1304852595,5.0001199353,28.5385531388
576,28107.2267762107,0.2886114806,1.2330052524,0.2132945408,9.1305177002,29.7512410567,3.2881775276
577,28136.9780172673,0.2525030667,1.2312644810,0.2119869946,9.1304856389,5.2472490086,28.0393849376
578,28142.2252662759,0.3409482622,1.2330715112,0.2133368191,9.1305185054,30.2514778581,3.5307258407
579,28172.4767441341,0.2931945018,1.2312478209,0.2119685349,9.1304851432,5.0000948982,28.5393515729
580,28177.4768390322,0.2753147292,1.2329949944,0.2132886354,9.1305175719,29.9989918844,3.2885693538
581,28207.4758309167,0.3369136712,1.2313069080,0.2120070653,9.1304858982,5.0007499881,28.2818069037
582,28212.4765809048,0.3157077329,1.2330501587,0.2133243806,9.1305183608,30.2501347360,3.2876451564
583,28242.7267156408,0.2981387225,1.2312549979,0.2119733460,9.1304852518,5.0000999079,28.5383306146
584,28247.7268155486,0.2797931992,1.2330016582,0.2132930903,9.1305176761,29.7530137371,3.2884284024
585,28277.4798292857,0.2477083012,1.2312666346,0.2119892643,9.1304856969,5.2461485972,28.0395293266
586,28282.7259778829,0.3368533281,1.2330717228,0.2133374780,9.1305185578,30.2509444546,3.5310285781
587,28312.9769223375,0.2656796456,1.2312268384,0.2119565431,9.1304848801,5.0043978588,28.5391602034
588,28317.9813201963,0.2472089781,1.2329790844,0.2132807378,9.1305173956,29.9944772831,3.2900060303
589,28347.9757974794,0.3371862886,1.2313114119,0.2120103781,9.1304859776,5.0007892847,28.2770121814
590,28352.9765867641,0.3152067402,1.2330538757,0.2133271914,9.1305184314,30.2503206944,3.2876864968
591,28383.2269074586,0.2665523767,1.2312303138,0.2119591598,9.1304849441,5.0040378663,28.5390118402
592,28388.2309453248,0.2476812307,1.2329816767,0.2132827241,9.1305174439,29.9951528464,3.2899344054
593,28418.2260981712,0.3336794820,1.2313105943,0.2120103017,9.1304860050,5.0005311590,28.2798447313
594,28423.2266293302,0.3111386746,1.2330526142,0.2133268686,9.1305184380,30.2503886756,3.2876014852
595,28453.4770180058,0.2620170437,1.2312286116,0.2119585354,9.1304849317,5.0108832217,28.5389911744
596,28458.4879012275,0.2420040999,1.2329882047,0.2132886107,9.1305175895,29.9885954388,3.2912364119
597,28488.4764966663,0.3202195952,1.2313003397,0.2120044720,9.1304859452,5.0002350482,28.2755178028
598,28493.4767317145,0.2973223696,1.2330422351,0.2133210587,9.1305183324,30.2503964787,3.2878442849
599,28523.7271281932,0.2596064240,1.2312289559,0.2119591811,9.1304849491,5.0195503960,28.5391290733
600,28528.7466785892,0.2379626850,1.2329991923,0.2132976930,9.1305178123,29.9795430634,3.2929984650
601,28558.7262216526,0.3311469877,1.2313126094,0.2120121353,9.1304860693,5.0004380723,28.2649873611
602,28563.7266597248,0.3077289815,1.2330538135,0.2133282079,9.1305184814,30.2660398729,3.2876282548
603,28593.9926995977,0.2379122270,1.2312316960,0.2119645436,9.1304850900,5.2332469790,28.5403628632
604,28599.2259465767,0.3371834216,1.2330291511,0.2133054907,9.1305177739,29.7506473810,3.5181113264
605,28628.9765939577,0.3129151999,1.2312977965,0.2120035262,9.1304859532,5.0001792805,28.0382024741
606,28633.9767732382,0.2892893366,1.2330390611,0.2133197636,9.1305183150,30.2624443798,3.2880516494
607,28664.2392176180,0.2395881142,1.2312308754,0.2119636642,9.1304850679,5.2366735509,28.5402876732
608,28669.4758911689,0.3377623316,1.2330321656,0.2133077231,9.1305178236,29.7507530617,3.5213764355
609,28699.2266442306,0.3078142745,1.2312953472,0.2120023915,9.1304859428,5.0001535351,28.0384481760
610,28704.2267977657,0.2838095120,1.2330362972,0.2133184637,9.1305182909,30.4997148751,3.2881991510
611,28734.7265126408,0.3191608033,1.2312537953,0.2119695108,9.1304850875,5.0001790288,28.7863139742
612,28739.7266916696,0.3035258091,1.2330029880,0.2132907556,9.1305175785,29.7501553646,3.2877545234
613,28769.4768470342,0.2722922177,1.2312663009,0.2119858542,9.1304855982,5.0039826247,28.0393711481
614,28774.4808296589,0.2478634396,1.2330120504,0.2133058320,9.1305180081,30.4955216322,3.2898577264
615,28804.9763512911,0.3271820625,1.2312650970,0.2119772904,9.1304852359,5.0002795264,28.7817133522
616,28809.9766308175,0.3109451893,1.2330135851,0.2132980299,9.1305177346,29.7501183676,3.2875323989
617,28839.7267491851,0.2922812994,1.2312875764,0.2119992004,9.1304859015,5.0001793653,28.0386096562
618,28844.7269285505,0.2671020498,1.2330276118,0.2133148031,9.1305182174,30.4989452480,3.2886593393
619,28875.2258737985,0.3365093293,1.2312759472,0.2119840715,9.1304853342,5.0006492642,28.7820200565
620,28880.2265230627,0.3200717835,1.2330240362,0.2133044826,9.1305178566,29.7502749105,3.2874385892
621,28909.9767979732,0.2818174767,1.2312796863,0.2119945638,9.1304858030,5.0007903913,28.0387031700
622,28914.9775883645,0.2564835695,1.2330203897,0.2133107491,9.1305181246,30.4985229031,3.2890553441
623,28945.4761112675,0.3334226358,1.2312749020,0.2119835786,9.1304853475,5.0004576718,28.7831912383
624,28950.4765689394,0.3166754822,1.2330227628,0.2133038712,9.1305178562,29.7502310144,3.2874252764
625,28980.2267999538,0.2813673263,1.2312811351,0.2119955631,9.1304858282,5.0009221141,28.0387557428
626,28985.2277220679,0.2556510314,1.2330216270,0.2133116420,9.1305181467,30.4989785614,3.2890922638
627,29015.7267006293,0.3004480336,1.2312462567,0.2119665230,9.1304850781,5.0000975963,28.7863950226
628,29020.7267982256,0.2836583938,1.2329944539,0.2132872353,9.1305175286,29.7503145295,3.2883438017
629,29050.4771127551,0.2599179961,1.2312645116,0.2119862086,9.1304856158,5.1905226166,28.0395077130
630,29055.6676353717,0.3185046707,1.2330614522,0.2133328786,9.1305185568,30.3088916541,3.3246785826
631,29085.9765270258,0.3182012770,1.2312654425,0.2119785872,9.1304853159,5.0001830677,28.5959367879
632,29090.9767100935,0.3008237819,1.2330128825,0.2132987112,9.1305177792,29.7502554114,3.2878166868
633,29120.7269655049,0.2637624637,1.2312699186,0.2119896362,9.1304856980,5.1149414502,28.0390792300
634,29125.8419069551,0.2822095581,1.2330530378,0.2133318017,9.1305186184,30.3845189458,3.2983769363
635,29156.2264259010,0.3240441116,1.2312725097,0.2119829037,9.1304853930,5.0002442849,28.6709674393
636,29161.2266701859,0.3064053688,1.2330196175,0.2133027793,9.1305178644,29.7503540670,3.2876526610
637,29190.9770242529,0.2618854450,1.2312696256,0.2119894277,9.1304856941,5.1685480838,28.0389889655
638,29196.1455723367,0.3081410040,1.2330618887,0.2133343755,9.1305186307,30.3310345184,3.3086468952
639,29226.4766068551,0.3116780278,1.2312625644,0.2119769183,9.1304853012,5.0001432544,28.6183633935
640,29231.4767501095,0.2939450342,1.2330097113,0.2132968959,9.1305177490,29.7505057777,3.2880179184
641,29261.2272558873,0.2577887639,1.2312678225,0.2119884901,9.1304856733,5.2283254048,28.0391614418
642,29266.4555812921,0.3353593097,1.2330709941,0.2133370283,9.1305185588,30.2711795473,3.5232056131
643,29296.7267608394,0.2899292168,1.2312441983,0.2119660225,9.1304850870,5.0001006828,28.5590169891
644,29301.7268615222,0.2722080263,1.2329915672,0.2132862683,9.1305175168,29.7583524831,3.2886639548
645,29331.4852140053,0.2420387851,1.2312659952,0.2119895321,9.1304857054,5.2409690786,28.0402390805
646,29336.7261830839,0.3334953985,1.2330659832,0.2133334814,9.1305184864,30.2505871737,3.5264739230
647,29366.9767702577,0.2879661574,1.2312448070,0.2119667996,9.1304851093,5.0001147964,28.5387616411
648,29371.9768850540,0.2699048614,1.2329918684,0.2132868619,9.1305175332,29.8637275038,3.2887253295
649,29401.8406125578,0.2800186285,1.2312958734,0.2120068386,9.1304861080,5.1357685719,28.0424805527
650,29406.9763811298,0.3275717689,1.2330626681,0.2133318305,9.1305184852,30.2504266617,3.4219166547
651,29437.2268077915,0.2795526232,1.2312392916,0.2119638356,9.1304850475,5.0003216489,28.5387734799
652,29442.2271294404,0.2612627643,1.2329864248,0.2132840192,9.1305174695,29.9862927074,3.2889955916
653,29472.2134221478,0.3371196915,1.2313141418,0.2120122814,9.1304860251,5.0130828721,28.0701085431
654,29477.2265050199,0.3212806080,1.2330590473,0.2133300095,9.1305184742,30.2503274105,3.2996602123
655,29507.4768324304,0.2745717892,1.2312370022,0.2119628182,9.1304850276,5.0008285350,28.5388631898
656,29512.4776609654,0.2559794992,1.2329844705,0.2132833198,9.1305174551,29.9053279690,3.2892120485
657,29542.3829889344,0.3006357096,1.2313062219,0.2120115929,9.1304861897,5.0934388267,28.0431230129
658,29547.4764277611,0.3255246903,1.2330650270,0.2133338408,9.1305185460,30.2503750270,3.3797267797
659,29577.7268027881,0.2806821356,1.2312441925,0.2119672100,9.1304851294,5.0002976862,28.5385757578
660,29582.7271004743,0.2617987803,1.2329906971,0.2132869850,9.1305175416,29.9860493688,3.2889649784
661,29612.7131498431,0.3370157591,1.2313175344,0.2120145886,9.1304860830,5.0133645151,28.0714702340
662,29617.7265143583,0.3206837339,1.2330618604,0.2133319372,9.1305185241,30.2503071401,3.2999592649
663,29647.9768214984,0.2766374070,1.2312418610,0.2119658321,9.1304850999,5.0006147908,28.5386422812
664,29652.9774362892,0.2576044044,1.2329886172,0.2132858382,9.1305175158,29.9991391845,3.2891265086
665,29682.9765754737,0.3145271992,1.2312949498,0.2120005761,9.1304858742,5.0001855959,28.2862470370
666,29687.9767610695,0.2918209824,1.2330371030,0.2133173660,9.1305182524,30.2500779109,3.2879969626
667,29718.2268389804,0.2734775831,1.2312412880,0.2119658970,9.1304851046,5.0011946768,28.5389995620
668,29723.2280336571,0.2540828426,1.2329884130,0.2132862472,9.1305175275,29.9984290635,3.2893059477
669,29753.2264627206,0.3221920754,1.2313039987,0.2120062896,9.1304859801,5.0002590234,28.2849627825
670,29758.2267217440,0.2990040920,1.2330455767,0.2133226660,9.1305183681,30.2516899943,3.2877976583
671,29788.4784117383,0.2509894892,1.2312243819,0.2119563254,9.1304848828,5.2189861319,28.5393146792
672,29793.6973978702,0.3318671186,1.2330320071,0.2133079369,9.1305178742,29.7792314436,3.4514762353
673,29823.4766293138,0.3094454519,1.2312944268,0.2120009200,9.1304859012,5.0001588632,28.0667526558
674,29828.4767881770,0.2859907369,1.2330358986,0.2133173128,9.1305182599,30.4500487205,3.2881479379
675,29858.9268368974,0.3212665542,1.2312671264,0.2119788587,9.1304853079,5.0494534291,28.5476366480
676,29863.9762903265,0.3307177964,1.2330255539,0.2133032900,9.1305177685,29.7503782217,3.3354254444
677,29893.7266685482,0.3048984127,1.2312928425,0.2120005255,9.1304859054,5.0001417902,28.0382858252
678,29898.7268103384,0.2809647166,1.2330338945,0.2133166823,9.1305182508,30.2510531322,3.2882817342
679,29928.9778634706,0.2531825925,1.2312303764,0.2119606822,9.1304849894,5.2037710250,28.5392900208
680,29934.1816344956,0.3248951504,1.2330347510,0.2133111783,9.1305179961,29.7949893730,3.3507965389
681,29963.9766238686,0.3100192319,1.2312991490,0.2120044084,9.1304859854,5.0001656590,28.0823779841
682,29968.9767895276,0.2856895039,1.2330397516,0.2133202509,9.1305183321,30.4996129327,3.2881395435
683,29999.4764024603,0.3251091041,1.2312606559,0.2119732526,9.1304851487,5.0002432635,28.7855801715
684,30004.4766457239,0.3093159091,1.2330096189,0.2132943161,9.1305176491,29.7501401683,3.2875784366
685,30034.2267858921,0.2845657115,1.2312784424,0.2119925912,9.1304857507,5.0004208179,28.0389604232
686,30039.2272067101,0.2600974794,1.2330195292,0.2133089422,9.1305180786,30.4974789144,3.2889124251
687,30069.7246856245,0.3403307237,1.2312781967,0.2119845561,9.1304853106,5.0017584821,28.7475953376
688,30074.7264441065,0.3246902105,1.2330267262,0.2133051758,9.1305178506,29.7503087186,3.2882568611
689,30104.4767528251,0.2915754222,1.2312871111,0.2119981282,9.1304858763,5.0001879352,28.0385969807
690,30109.4769407603,0.2665021465,1.2330272654,0.2133138151,9.1305181937,30.4994386438,3.2886802081
691,30139.9763794041,0.3260907688,1.2312665123,0.2119776799,9.1304852522,5.0002637566,28.7854995934
692,30144.9766431607,0.3096082573,1.2330147627,0.2132982778,9.1305177449,29.7501571056,3.2875686541
693,30174.7268002664,0.2812944601,1.2312798859,0.2119941538,9.1304857935,5.0008759206,28.0388706820
694,30179.7276761869,0.2559207890,1.2330206564,0.2133104018,9.1305181163,30.4985772187,3.2890844549
695,30210.2262534056,0.3302950349,1.2312726642,0.2119817276,9.1304853249,5.0003518878,28.7840951795
696,30215.2266052935,0.3134956891,1.2330205305,0.2133020501,9.1305178239,29.7502043782,3.2874741671
697,30244.9768096716,0.2791807064,1.2312798233,0.2119943233,9.1304858002,5.0013983717,28.0387564040
698,30249.9782080434,0.2534200201,1.2330208762,0.2133108519,9.1305181284,30.4984982257,3.2892338729
699,30280.4767062691,0.2995975953,1.2312461598,0.2119660372,9.1304850681,5.0000958242,28.7859512039
700,30285.4768020933,0.2827759694,1.2329943304,0.2132867399,9.1305175176,29.7503887067,3.2883695386
701,30315.2271908000,0.2586468522,1.2312641076,0.2119855749,9.1304856009,5.2090742990,28.0395295523
702,30320.4362650990,0.3270007634,1.2330644521,0.2133333699,9.1305185261,30.2901136787,3.3889428946
703,30350.7263787777,0.3261221942,1.2312733533,0.2119829192,9.1304853813,5.0002727195,28.5764388366
704,30355.7266514972,0.3086671798,1.2330206182,0.2133028836,9.1305178603,29.7502308284,3.2875922749
705,30385.4768823256,0.2684275250,1.2312743941,0.2119917760,9.1304857475,5.0142029918,28.0388987776
706,30390.4910853174,0.2403891082,1.2330306426,0.2133203647,9.1305183651,30.4855046156,3.2919797487
707,30420.9765899330,0.3132442847,1.2312627953,0.2119765645,9.1304852867,5.0001507076,28.7726015685
708,30425.9767406406,0.2957074245,1.2330101231,0.2132966501,9.1305177397,29.7503312062,3.2879679912
709,30455.7270718468,0.2607386845,1.2312692321,0.2119888568,9.1304856807,5.1901945428,28.0391912383
710,30460.9172663896,0.3183364736,1.2330653675,0.2133350503,9.1305186106,30.3094456423,3.3247387029
711,30491.2267120319,0.2987082923,1.2312511998,0.2119697926,9.1304851628,5.0000976562,28.5971024031
712,30496.2268096881,0.2810700082,1.2329985593,0.2132899827,9.1305175988,29.7503166383,3.2884045389
713,30525.9771263264,0.2596783387,1.2312702782,0.2119897601,9.1304857036,5.2110635466,28.0393565645
714,30531.1881898729,0.3278630072,1.2330699084,0.2133370141,9.1305186100,30.2884841822,3.4051746659
715,30561.4766740551,0.3041559993,1.2312580282,0.2119740731,9.1304852548,5.0001130479,28.5760336123
716,30566.4767871031,0.2861988860,1.2330050190,0.2132939972,9.1305176904,29.7508157245,3.2882461077
717,30596.2276028275,0.2547115989,1.2312677954,0.2119884450,9.1304856737,5.2466845139,28.0392627613
718,30601.4742873415,0.3419365517,1.2330744460,0.2133381624,9.1305185286,30.7525484704,3.5297403672
719,30632.2268358118,0.2739165090,1.2311656182,0.2119095144,9.1304837125,5.0001596392,29.0421812765
720,30637.2269954510,0.2643104732,1.2329213770,0.2132352511,9.1305162766,28.9976003151,3.2890494294
721,30666.2245957662,0.3404756313,1.2313868099,0.2120671474,9.1304873473,5.5037431862,27.2511387288
722,30671.7283389524,0.2529360462,1.2330016511,0.2132969695,9.1305177897,30.4979814783,3.7914907977
723,30702.2263204307,0.3282610597,1.2312553865,0.2119698606,9.1304850456,5.0002854512,28.7841869968
724,30707.2266058819,0.3134262099,1.2330052888,0.2132915049,9.1305175667,29.7501264619,3.2874604673
725,30736.9767323438,0.2953636034,1.2312807073,0.2119938994,9.1304857649,5.0001304803,28.0387808348
726,30741.9768628241,0.2720911362,1.2330225325,0.2133105979,9.1305181109,30.2605793409,3.2885519636
727,30772.2374421651,0.2405721984,1.2312288364,0.2119628067,9.1304850464,5.2383888330,28.5403398815
728,30777.4758309981,0.3383028970,1.2330321939,0.2133085195,9.1305178384,29.7506907071,3.5229272962
729,30807.2265217052,0.3186023678,1.2313047241,0.2120087255,9.1304860578,5.0002260957,28.0378269230
730,30812.2267478009,0.2944214364,1.2330453726,0.2133245339,9.1305184229,30.4996865626,3.2879023144
731,30842.7264343635,0.3236202911,1.2312569258,0.2119719114,9.1304851240,5.0002225145,28.7857228288
732,30847.7266568780,0.3080227878,1.2330061101,0.2132931206,9.1305176238,29.7500868191,3.2876174192
733,30877.4767436971,0.2933153662,1.2312842189,0.2119969378,9.1304858438,5.0001539520,28.0387327845
734,30882.4768976490,0.2689708573,1.2330250369,0.2133130188,9.1305181725,30.4987570166,3.2886210168
735,30912.9756546657,0.3380896667,1.2312736959,0.2119826583,9.1304852852,5.0008348965,28.7801939377
736,30917.9764895622,0.3221950874,1.2330222681,0.2133033595,9.1305178191,29.7502144860,3.2875065797
737,30947.7267040482,0.2999837063,1.2312927586,0.2120023597,9.1304859635,5.0001371187,28.0383240003
738,30952.7268411670,0.2750122213,1.2330328566,0.2133179438,9.1305182877,30.4994747551,3.2884305640
739,30983.2263159221,0.3284205212,1.2312665380,0.2119784678,9.1304852570,5.0003035255,28.7851525115
740,30988.2266194476,0.3121151967,1.2330149397,0.2132991421,9.1305177578,29.7501240870,3.2875021944
741,31017.9767435345,0.2933503186,1.2312887388,0.2120001553,9.1304859231,5.0001677776,28.0385327949
742,31022.9769113122,0.2680729661,1.2330286534,0.2133156727,9.1305182379,30.4996736703,3.2886275774
743,31053.4765849824,0.3136751538,1.2312551064,0.2119718456,9.1304851686,5.0001474116,28.7866249422
744,31058.4767323941,0.2971644593,1.2330034686,0.2132925859,9.1305176376,29.7501379439,3.2879391855
745,31088.2268703379,0.2695235043,1.2312695208,0.2119890812,9.1304856801,5.0089768904,28.0391501261
746,31093.2358472283,0.2432987767,1.2330202750,0.2133131711,9.1305181887,30.4905514789,3.2908727592
747,31123.7263987073,0.3252808112,1.2312685337,0.2119803891,9.1304853239,5.0002558748,28.7769195688
748,31128.7266545820,0.3083038230,1.2330162971,0.2133006739,9.1305178074,29.7501886890,3.2876033243
749,31158.4768432710,0.2728490154,1.2312746590,0.2119923756,9.1304857586,5.0050685110,28.0388851284
750,31163.4819117821,0.2465750178,1.2330200370,0.2133123220,9.1305181669,30.4946986099,3.2900585024
751,31193.9766103920,0.3113318089,1.2312575861,0.2119739641,9.1304852295,5.0001383648,28.7819234327
752,31198.9767487568,0.2941980964,1.2330053419,0.2132943297,9.1305176859,29.7502132683,3.2880199332
753,31228.7269620251,0.2638962869,1.2312688194,0.2119891846,9.1304856868,5.1039006800,28.0392013321
754,31233.8308627051,0.2767969548,1.2330502492,0.2133308988,9.1305186022,30.3958664991,3.2974677551
755,31264.2267292042,0.2958725534,1.2312457095,0.2119671642,9.1304851041,5.0000921529,28.6836650986
756,31269.2268213571,0.2785681485,1.2329934328,0.2132875971,9.1305175433,29.7516364950,3.2884849785
757,31298.9784578522,0.2508775908,1.2312612917,0.2119854315,9.1304856011,5.2470625639,28.0396228047
758,31304.2255204161,0.3401564041,1.2330684948,0.2133352659,9.1305184749,30.2511209094,3.5309057310
759,31334.4766413255,0.3081061534,1.2312593723,0.2119757277,9.1304852839,5.0001268976,28.5386371993
760,31339.4767682231,0.2903166864,1.2330064990,0.2132957098,9.1305177262,29.7584222392,3.2881259576
761,31369.2351904623,0.2420540180,1.2312641124,0.2119888321,9.1304856881,5.2409807516,28.0400144340
762,31374.4761712139,0.3337466949,1.2330643765,0.2133329583,9.1305184717,30.2506074718,3.5264526111
763,31404.7267786858,0.2861341187,1.2312414587,0.2119652728,9.1304850744,5.0001289392,28.5388785148
764,31409.7269076250,0.2682640218,1.2329887452,0.2132854870,9.1305175008,29.7802369025,3.2887783569
765,31439.5071445274,0.2386450461,1.2312820695,0.2120031988,9.1304860435,5.2191873567,28.0413791671
766,31444.7263318841,0.3294121671,1.2330628682,0.2133324599,9.1305184893,30.2506007892,3.5051730714
767,31474.9769326733,0.2651431001,1.2312249130,0.2119558236,9.1304848627,5.0047491517,28.5391040540
768,31479.9816818251,0.2467873956,1.2329777483,0.2132804552,9.1305173889,29.9941297705,3.2900731340
769,31509.9758115956,0.3370746073,1.2313100235,0.2120100075,9.1304859694,5.0007747595,28.2767607465
770,31514.9765863551,0.3152415562,1.2330526412,0.2133269164,9.1305184245,30.2502060646,3.2876746185
771,31545.2267924197,0.2830462795,1.2312439830,0.2119677248,9.1304851391,5.0002026810,28.5387090150
772,31550.2269951007,0.2643881063,1.2329905894,0.2132875328,9.1305175534,29.9849857404,3.2888827433
773,31580.2119808411,0.3365540244,1.2313152407,0.2120139307,9.1304860708,5.0145271486,28.0682307155
774,31585.2265079898,0.3210936258,1.2330600807,0.2133315405,9.1305185125,30.2502335790,3.3011060093
775,31615.4767415688,0.2936785295,1.2312553293,0.2119745214,9.1304852900,5.0001016034,28.5383177575
776,31620.4768431722,0.2746669671,1.2330013736,0.2132938985,9.1305177010,29.9989704361,3.2885655530
777,31650.4758136083,0.3370608820,1.2313132602,0.2120119991,9.1304860187,5.0007793023,28.2817018855
778,31655.4765929106,0.3146656382,1.2330553149,0.2133285539,9.1305184667,30.2515735433,3.2876905766
779,31685.7281664539,0.2518527570,1.2312203075,0.2119539245,9.1304848232,5.2017036854,28.5393030247
780,31690.9298701393,0.3240889232,1.2330254192,0.2133049377,9.1305178480,29.7963430578,3.3421029869
781,31720.7262131972,0.3313500713,1.2313104374,0.2120107158,9.1304860328,5.0004410847,28.0818223938
782,31725.7266542819,0.3083737753,1.2330520775,0.2133270608,9.1305184515,30.2502172475,3.2876175852
783,31755.9768715294,0.2693729263,1.2312370834,0.2119640045,9.1304850615,5.0026574960,28.5389097986
784,31760.9795290254,0.2499151838,1.2329860343,0.2132857796,9.1305175177,29.9965920470,3.2896487801
785,31790.9761210724,0.3332786084,1.2313138786,0.2120128356,9.1304860707,5.0005188759,28.2813591927
786,31795.9766399483,0.3100029328,1.2330551766,0.2133289498,9.1305184925,30.2504293836,3.2876169340
787,31826.2270693318,0.2607567837,1.2312307700,0.2119602463,9.1304849747,5.0157438801,28.5388618936
788,31831.2428132119,0.2395613420,1.2329960218,0.2132948497,9.1305177425,29.9836429544,3.2922104907
789,31861.2264561663,0.3225465040,1.2313054328,0.2120078020,9.1304860156,5.0002652505,28.2703266017
790,31866.2267214167,0.2990591611,1.2330467109,0.2133239844,9.1305184002,30.2501500725,3.2877929498
791,31896.4768714893,0.2693796722,1.2312401145,0.2119658981,9.1304851082,5.0029059743,28.5388459187
792,31901.4797774636,0.2494570580,1.2329889243,0.2132876290,9.1305175631,29.9963385029,3.2896952783
793,31931.4761159665,0.3333730562,1.2313167614,0.2120145451,9.1304861121,5.0005277722,28.2810667500
794,31936.4766437387,0.3095852548,1.2330575463,0.2133303371,9.1305185277,30.4076352137,3.2876283156
795,31966.8842789525,0.3012169603,1.2312607526,0.2119769492,9.1304853335,5.0919406277,28.5438682856
796,31971.9762195802,0.3326282216,1.2330266671,0.2133038289,9.1305177685,29.7503594716,3.3776719401
797,32001.7265790518,0.3142296376,1.2313007310,0.2120051092,9.1304859872,5.0001894463,28.0378590964
798,32006.7267684981,0.2902966080,1.2330416751,0.2133211385,9.1305183470,30.2503263762,3.2880181363
799,32036.9770948743,0.2602305137,1.2312349903,0.2119630393,9.1304850439,5.0205240994,28.5390428028
800,32041.9976189737,0.2376070292,1.2330056321,0.2133019981,9.1305179175,29.9789569611,3.2932477575
801,32071.9765759347,0.3144951593,1.2313022392,0.2120059853,9.1304860078,5.0001924183,28.2660422879
802,32076.9767683530,0.2903282592,1.2330429485,0.2133218664,9.1305183647,30.4772118775,3.2880131468
803,32107.4539802305,0.3332540629,1.2312730307,0.2119813344,9.1304852934,5.0223753247,28.5592158221
