n,t_n,q_n,k_n,h_n,d_dot_n,T_n,W_n
536,27305.9766569931,0.3078016541,1.2358613967,0.2140395121,9.1305357924,30.2501544771,4.0365814269
537,27336.2268114702,0.2784350302,1.2340190032,0.2126544733,9.1305020437,5.0001513614,28.5396353128
538,27341.2269628317,0.2652472070,1.2357646800,0.2139733081,9.1305342505,28.9995302949,3.2889442095
539,27370.2264931265,0.3202561256,1.2341723872,0.2127640432,9.1305046245,5.0003313534,27.2860968549
540,27375.2268244800,0.2777637228,1.2358888830,0.2140643818,9.1305364508,30.9998847211,3.2879612390
541,27406.2267092011,0.2988125436,1.2339850873,0.2126258744,9.1305013083,5.0000536126,29.2878766402
542,27411.2267628137,0.2910773735,1.2357361206,0.2139480900,9.1305336101,28.2512674401,3.2882532824
543,27439.4780302538,0.2522957015,1.2341674741,0.2127701489,9.1305049002,5.7487668109,26.5397280389
544,27445.2267970647,0.2836926237,1.2358444484,0.2140301173,9.1305356125,29.9999186742,4.0364783211
545,27475.2267157388,0.2978691526,1.2340728573,0.2126916491,9.1305029247,5.0000994557,28.2864094793
546,27480.2268151946,0.2795982886,1.2358131925,0.2140069496,9.1305350550,29.7565078816,3.2884196342
547,27509.9833230761,0.2432445203,1.2340435747,0.2126777640,9.1305026377,5.2421789652,28.0410027240
548,27515.2255020413,0.3399835639,1.2358450188,0.2140226367,9.1305352040,29.2606934120,3.5258763257
549,27544.4861954533,0.2411462268,1.2340886155,0.2127118269,9.1305034740,5.2400357786,27.5402459801
550,27549.7262312319,0.3321527580,1.2358800517,0.2140497204,9.1305359253,30.2503453338,3.5256523304
551,27579.9765765657,0.3141384124,1.2340471087,0.2126701463,9.1305023479,5.0001296713,28.5380976427
552,27584.9767062370,0.3011225997,1.2357926121,0.2139886788,9.1305345760,29.2504270443,3.2878444276
553,27614.2271332813,0.2593171877,1.2340806924,0.2127036397,9.1305032656,5.1907256969,27.5402671286
554,27619.4178589782,0.3183855689,1.2358713492,0.2140458672,9.1305359085,29.8089153110,3.3209828627
555,27649.2267742892,0.2868511353,1.2340779228,0.2126972134,9.1305030815,5.0001661917,28.0966074804
556,27654.2269404809,0.2662505136,1.2358161200,0.2140112275,9.1305351704,29.7520356726,3.2887674359
557,27683.9789761535,0.2491940409,1.2340565991,0.2126864749,9.1305028493,5.2449794917,28.0398398920
558,27689.2239556453,0.3417522778,1.2358601522,0.2140335585,9.1305354522,29.7524921186,3.5277675078
559,27718.9764477639,0.3227357700,1.2340956150,0.2127054738,9.1305031750,5.0002372705,28.0393680779
560,27723.9766850344,0.3042093065,1.2358354423,0.2140203009,9.1305353361,29.7501176625,3.2876900475
561,27753.7268026968,0.2804426833,1.2340676986,0.2126904534,9.1305029243,5.0003490093,28.0392307274
562,27758.7271517061,0.2606577208,1.2358069674,0.2140052097,9.1305350278,29.7580192678,3.2889692071
563,27788.4851709739,0.2418067506,1.2340544208,0.2126862205,9.1305028456,5.2406845309,28.0404731085
564,27793.7258555048,0.3378804783,1.2358525186,0.2140285838,9.1305353673,29.7505980474,3.5252194117
565,27823.4764535522,0.3224306933,1.2340923059,0.2127033487,9.1305031245,5.0002305590,28.0376594378
566,27828.4766841113,0.3043319052,1.2358325687,0.2140184546,9.1305352909,29.7501067743,3.2876900668
567,27858.2267908856,0.2831350081,1.2340673723,0.2126902075,9.1305029148,5.0002182429,28.0392062481
568,27863.2270091285,0.2637241700,1.2358068439,0.2140050563,9.1305350223,29.7671963649,3.2888719079
569,27892.9942054934,0.2370383324,1.2340599886,0.2126917295,9.1305029821,5.2318530456,28.0412606608
570,27898.2260585391,0.3355099483,1.2358477286,0.2140257549,9.1305353182,29.7505245237,3.5170024091
571,27927.9765830628,0.3136148192,1.2340821675,0.2126974590,9.1305030202,5.0001554189,28.0384390843
572,27932.9767384817,0.2958351380,1.2358228503,0.2140128852,9.1305351750,29.7501389668,3.2879435934
573,27962.7268774484,0.2685715776,1.2340528010,0.2126819228,9.1305027266,5.0028372862,28.0398060699
574,27967.7297147346,0.2493263218,1.2357957998,0.2139995180,9.1305348948,29.9969353934,3.2896632256
575,27997.7266501280,0.3068474193,1.2340647005,0.2126858757,9.1305027594,5.0001150199,28.2853724087
576,28002.7267651479,0.2906753739,1.2358070668,0.2140024166,9.1305349301,29.2509096180,3.2881265954
577,28031.9776747659,0.2540337771,1.2340980433,0.2127182584,9.1305036269,5.2480138296,27.5393413859
578,28037.2256885955,0.3391270214,1.2358953254,0.2140615044,9.1305361556,30.2510179344,3.5320874852
579,28067.4767065299,0.2992830348,1.2340411945,0.2126687785,9.1305023602,5.0000827540,28.5390436302
580,28072.4767892839,0.2854006839,1.2357859334,0.2139868899,9.1305345609,29.2506006648,3.2883285153
581,28101.7273899487,0.2561394395,1.2340850414,0.2127082162,9.1305033796,5.2406696024,27.5400521913
582,28106.9680595511,0.3400600612,1.2358837844,0.2140528219,9.1305359362,30.2582659321,3.5273099388
583,28137.2263254832,0.3278531515,1.2340543403,0.2126750310,9.1305023977,5.0002572575,28.5445754962
584,28142.2265827407,0.3152526226,1.2358001392,0.2139936706,9.1305346541,29.2502343251,3.2873736200
585,28171.4768170658,0.2773192050,1.2340912522,0.2127103257,9.1305034153,5.0016298369,27.5397863669
586,28176.4784469027,0.2523558049,1.2358269992,0.2140230843,9.1305354657,29.9982802996,3.2892939415
587,28206.4767272023,0.2959784185,1.2340806295,0.2126992000,9.1305031140,5.0001060246,28.2855034646
588,28211.4768332269,0.2760526327,1.2358193434,0.2140134735,9.1305352170,29.7502496963,3.2884904307
589,28241.2270829232,0.2602447416,1.2340589512,0.2126878728,9.1305028783,5.0424437310,28.0396696183
590,28246.2695266542,0.2462196577,1.2358283019,0.2140249306,9.1305355128,29.9565694100,3.2940966299
591,28276.2260960642,0.3334762526,1.2341003598,0.2127087667,9.1305031855,5.0004830370,28.2412244456
592,28281.2265791012,0.3156003020,1.2358406724,0.2140238228,9.1305353848,29.7501188889,3.2874520202
593,28310.9766979901,0.3006045924,1.2340808982,0.2126987150,9.1305030916,5.0001096193,28.0385801652
594,28315.9768076094,0.2812735400,1.2358201556,0.2140133065,9.1305352074,29.7503821133,3.2883493664
595,28345.7271897227,0.2584029223,1.2340537025,0.2126842350,9.1305027900,5.0900544007,28.0397448924
596,28350.8172441234,0.2698428964,1.2358315821,0.2140239869,9.1305354776,29.9087975194,3.2957929386
597,28380.7260416429,0.3343305789,1.2340980238,0.2127070427,9.1305031363,5.0005213827,28.1930825348
598,28385.7265630255,0.3169136294,1.2358387808,0.2140223759,9.1305353444,29.7501695435,3.2874348914
599,28415.4767325691,0.2950406208,1.2340729054,0.2126937193,9.1305029814,5.0000997394,28.0388185182
600,28420.4768323085,0.2762090802,1.2358127160,0.2140086940,9.1305351008,29.7517405202,3.2885080770
601,28450.2285728286,0.2502607884,1.2340456709,0.2126797269,9.1305026833,5.2303281475,28.0402306781
602,28455.4589009761,0.3364743593,1.2358480121,0.2140268897,9.1305353380,29.7675473011,3.5219066373
603,28485.2264482772,0.3227012565,1.2340855361,0.2126997305,9.1305030342,5.0002272059,28.0546623967
604,28490.2266754831,0.3054710160,1.2358266770,0.2140153897,9.1305352135,29.7501749075,3.2876643625
605,28519.9768503907,0.2715457321,1.2340508477,0.2126810445,9.1305027026,5.0014003297,28.0398682867
606,28524.9782507203,0.2529876691,1.2357926808,0.2139976345,9.1305348476,29.4983681684,3.2893584295
607,28554.4766188887,0.3103016689,1.2341299407,0.2127348025,9.1305039485,5.0001827996,27.7853678130
608,28559.4768016883,0.2826569941,1.2358609006,0.2140441075,9.1305359534,30.2599236827,3.2881417921
609,28589.7367253710,0.2407437863,1.2340184409,0.2126605744,9.1305022167,5.2382118462,28.5402962133
610,28594.9749372172,0.3412454940,1.2358192147,0.2140044469,9.1305347502,29.2516416375,3.5210916265
611,28624.2265788547,0.3140117938,1.2341186855,0.2127258281,9.1305037147,5.0001909924,27.5393733991
612,28629.2267698471,0.2897438196,1.2358529105,0.2140371527,9.1305357748,30.2500872966,3.2880112088
613,28659.4768571437,0.2706551391,1.2340195069,0.2126572357,9.1305021191,5.0006880844,28.5396945169
614,28664.4775452281,0.2564825659,1.2357648637,0.2139759719,9.1305343201,29.4986919547,3.2892332072
615,28693.9762371828,0.3305312747,1.2341216522,0.2127261959,9.1305036351,5.0004139980,27.7844783870
616,28698.9766511808,0.3084809333,1.2358578366,0.2140386404,9.1305357692,29.9994812020,3.2875926310
617,28728.9761323828,0.3328236057,1.2340961192,0.2127061966,9.1305031275,5.0004488111,28.2837896807
618,28733.9765811939,0.3154194505,1.2358369265,0.2140215727,9.1305353309,29.7501577801,3.2874392053
619,28763.7267389740,0.2938942760,1.2340715291,0.2126932259,9.1305029716,5.0000999070,28.0389260492
620,28768.7268388810,0.2750840075,1.2358113744,0.2140082276,9.1305350905,29.7512230114,3.2885415109
621,28798.4780618924,0.2520470154,1.2340464528,0.2126804187,9.1305026995,5.2144705534,28.0402515622
622,28803.6925324458,0.3295349242,1.2358460435,0.2140268009,9.1305353864,29.7838874304,3.4013292889
623,28833.4764198762,0.3241014153,1.2340866054,0.2127006778,9.1305030498,5.0002446386,28.0708322423
624,28838.4766645148,0.3068594214,1.2358277184,0.2140163084,9.1305352319,29.7501360840,3.2876248536
625,28868.2268005988,0.2809105311,1.2340588133,0.2126860113,9.1305028147,5.0002625088,28.0394688253
626,28873.2270631076,0.2623365022,1.2357991929,0.2140014462,9.1305349355,29.4996129336,3.2889346621
627,28902.7266760412,0.3036974532,1.2341229203,0.2127306819,9.1305038678,5.0001552998,27.7864585432
628,28907.7268313411,0.2764279354,1.2358543323,0.2140403117,9.1305358680,30.2501899815,3.2883241581
629,28937.9770213226,0.2616703793,1.2340239151,0.2126617538,9.1305022365,5.0056454812,28.5394452239
630,28942.9826668038,0.2455143062,1.2357737784,0.2139842492,9.1305345255,29.4932930009,3.2901781679
631,28972.4759598047,0.3354313735,1.2341371651,0.2127368326,9.1305038582,5.0006664168,27.7769638904
632,28977.4766262214,0.3112232317,1.2358710781,0.2140478025,9.1305359828,30.2501877760,3.2876605215
633,29007.7268139975,0.2778951735,1.2340239794,0.2126595436,9.1305021687,5.0001875136,28.5391826978
634,29012.7270015111,0.2639163978,1.2357689042,0.2139778951,9.1305343627,29.4988100265,3.2889709749
635,29042.2258115376,0.3368601010,1.2341255438,0.2127282073,9.1305036342,5.0007716120,27.7811683415
636,29047.2265831496,0.3152756560,1.2358620177,0.2140407787,9.1305357977,30.4432663814,3.2876535063
637,29077.6698495311,0.3177886427,1.2340304812,0.2126597711,9.1305020778,5.0561297431,28.5470246155
638,29082.7259792741,0.3365416783,1.2357896904,0.2139840018,9.1305342958,28.7506414092,3.3410812628
639,29111.4766206833,0.3101490654,1.2341602880,0.2127586123,9.1305045330,5.0002591622,27.0385285108
640,29116.4768798455,0.2701798935,1.2358794007,0.2140606168,9.1305363663,30.9998221778,3.2882085386
641,29147.4767020233,0.2999082262,1.2339837741,0.2126269908,9.1305013331,5.0000551159,29.2879429493
642,29152.4767571392,0.2922196068,1.2357348583,0.2139492236,9.1305336358,28.2507733573,3.2882165126
643,29180.7275304965,0.2550639377,1.2341671598,0.2127716895,9.1305049367,5.7492554871,26.5396777355
644,29186.4767859836,0.2862106465,1.2358445138,0.2140319700,9.1305356542,29.9993226763,4.0368797650
645,29216.4761086599,0.3332617470,1.2341037576,0.2127120007,9.1305032665,5.0004801850,28.2837123533
646,29221.4765888449,0.3147628204,1.2358434473,0.2140266565,9.1305354569,29.7501561258,3.2874741508
647,29251.2267449708,0.2927917172,1.2340769513,0.2126973771,9.1305030755,5.0001083709,28.0387361371
648,29256.2268533417,0.2729723233,1.2358158100,0.2140117594,9.1305351782,29.7522974532,3.2885828174
649,29285.9791507949,0.2487830219,1.2340504784,0.2126837003,9.1305027814,5.2439234770,28.0400080337
650,29291.2230742719,0.3416695881,1.2358544005,0.2140310261,9.1305353915,29.7533586889,3.5270090019
651,29320.9764329608,0.3234778344,1.2340908480,0.2127036111,9.1305031252,5.0002417963,28.0402261961
652,29325.9766747571,0.3055696955,1.2358312950,0.2140188208,9.1305352965,29.7501145265,3.2876568830
653,29355.7267892836,0.2834983083,1.2340654546,0.2126901886,9.1305029139,5.0002021140,28.0392499802
654,29360.7269913977,0.2642695338,1.2358050916,0.2140051307,9.1305350237,29.7622172812,3.2888580099
655,29390.4892086789,0.2393638937,1.2340529629,0.2126874355,9.1305028762,5.2367452566,28.0408918942
656,29395.7259539355,0.3368865567,1.2358468653,0.2140263484,9.1305353214,29.7506003367,3.5215697101
657,29425.4765542722,0.3159741422,1.2340819812,0.2126983977,9.1305030337,5.0001695465,28.0382477217
658,29430.4767238187,0.2983673881,1.2358228187,0.2140139018,9.1305351945,29.7501258367,3.2878700687
659,29460.2268496553,0.2716474744,1.2340533131,0.2126832395,9.1305027563,5.0014925479,28.0397445165
660,29465.2283422033,0.2526694896,1.2357948440,0.2139996504,9.1305348967,29.9977544354,3.2893739815
661,29495.2260966386,0.3334555904,1.2340862093,0.2126996322,9.1305029614,5.0004596388,28.2824869507
662,29500.2265562775,0.3174317706,1.2358284096,0.2140158944,9.1305351849,29.2504134966,3.2873810059
663,29529.4769697741,0.2633808144,1.2341020514,0.2127210243,9.1305036896,5.2037875084,27.5388739968
664,29534.6807572825,0.3243155044,1.2358905024,0.2140611873,9.1305362518,30.2957137210,3.3555390543
665,29564.9764710035,0.3214502667,1.2340578601,0.2126792350,9.1305025378,5.0001862635,28.5825920286
666,29569.9766572671,0.3077124289,1.2358025656,0.2139971991,9.1305347654,29.2501253729,3.2876202870
667,29599.2267826399,0.2850426771,1.2341065224,0.2127211320,9.1305036709,5.0005841860,27.5391539604
668,29604.2273668259,0.2580316662,1.2358389151,0.2140315641,9.1305356689,30.4947311617,3.2889216197
669,29634.7220979876,0.3400102523,1.2340618624,0.2126797282,9.1305024148,5.0042168938,28.5958413047
670,29639.7263148814,0.3296998379,1.2358087174,0.2139987777,9.1305347049,29.2503870599,3.2903086545
671,29668.9767019413,0.3000463211,1.2341069646,0.2127196067,9.1305036055,5.0001334895,27.5390489024
672,29673.9768354307,0.2756928354,1.2358412731,0.2140310700,9.1305356444,30.2542105077,3.2884081780
673,29704.2310459384,0.2455875369,1.2340034702,0.2126495273,9.1305019440,5.2127405688,28.5406122736
674,29709.4437865072,0.3300519374,1.2358057817,0.2139970908,9.1305346616,28.7830157454,3.3911260170
675,29738.2268022526,0.2806304548,1.2341451095,0.2127510006,9.1305044092,5.1319361771,27.0709811280
676,29743.3587384297,0.2902258195,1.2359076585,0.2140789743,9.1305367889,30.8680995634,3.3011358797
677,29774.2268379932,0.2732900992,1.2339710185,0.2126207414,9.1305012210,5.0001330500,29.1569879458
678,29779.2269710432,0.2648942347,1.2357215915,0.2139427654,9.1305335089,28.4988642304,3.2890350280
679,29807.7258352736,0.3367379142,1.2342164465,0.2127968890,9.1305053201,5.5025481738,26.7817019060
680,29813.2283834475,0.2525615754,1.2358268905,0.2140231381,9.1305354669,29.9983178708,3.7899149882
681,29843.2267013183,0.3001156142,1.2340842260,0.2127014804,9.1305031607,5.0001113798,28.2854761538
682,29848.2268126981,0.2801504380,1.2358228584,0.2140156768,9.1305352662,29.7504536644,3.2883697337
683,29877.9772663625,0.2574023427,1.2340562461,0.2126863767,9.1305028431,5.1389417041,28.0396116369
684,29883.1162080666,0.2937921694,1.2358418498,0.2140282547,9.1305355520,29.8596887542,3.2998051221
685,29912.9758968207,0.3360811772,1.2341026376,0.2127102606,9.1305032006,5.0006485385,28.1427996537
686,29917.9765453593,0.3182674433,1.2358429383,0.2140252849,9.1305354093,29.7501676444,3.2874787878
687,29947.7267130036,0.2983125164,1.2340784908,0.2126973528,9.1305030636,5.0001048297,28.0386171596
688,29952.7268178334,0.2790434451,1.2358178327,0.2140120108,9.1305351784,29.7506915832,3.2884161158
689,29982.4775094166,0.2551095764,1.2340509193,0.2126827643,9.1305027557,5.1756750219,28.0398973554
690,29987.6531844385,0.3114972976,1.2358434194,0.2140269106,9.1305354748,29.8231756167,3.3084279235
691,30017.4763600553,0.3266369726,1.2340907870,0.2127028542,9.1305030882,5.0002847387,28.1096636550
692,30022.4766447940,0.3091834229,1.2358316500,0.2140183111,9.1305352735,29.7501370514,3.2875615600
693,30052.2267818454,0.2851734616,1.2340644206,0.2126889700,9.1305028817,5.0001562297,28.0393754768
694,30057.2269380751,0.2663533584,1.2358043991,0.2140041144,9.1305349977,29.8968663500,3.2888010231
695,30087.1238044251,0.2959482539,1.2340798783,0.2126996228,9.1305031244,5.1024226943,28.0438563818
696,30092.2262271194,0.3322231170,1.2358404996,0.2140221180,9.1305352546,29.7505031135,3.3881418482
697,30121.9767302329,0.2954377402,1.2340620447,0.2126862894,9.1305027983,5.0000915856,28.0394289669
698,30126.9768218185,0.2782050513,1.2358034478,0.2140022730,9.1305349429,29.4993335219,3.2884811705
699,30156.4761553404,0.3324130340,1.2341401856,0.2127396945,9.1305039525,5.0005098433,27.7841272231
700,30161.4766651837,0.3068212078,1.2358728140,0.2140498834,9.1305360470,30.2501851158,3.2876500467
701,30191.7268502995,0.2715296341,1.2340235803,0.2126601775,9.1305021906,5.0006367427,28.5391674097
702,30196.7274870422,0.2569225205,1.2357684326,0.2139785778,9.1305343832,29.4842877090,3.2892083442
703,30226.2117747512,0.3362609921,1.2341332395,0.2127340432,9.1305037827,5.0147363438,27.5613249204
704,30231.2265110949,0.3206592803,1.2358714629,0.2140470050,9.1305359259,30.2501686909,3.3013062773
705,30261.4766797858,0.3031164343,1.2340392679,0.2126678292,9.1305023273,5.0000896137,28.5386325468
706,30266.4767693995,0.2897642020,1.2357845202,0.2139862472,9.1305345389,29.2506742444,3.2882030414
707,30295.7274436438,0.2556624474,1.2340797651,0.2127054109,9.1305033110,5.2374241075,27.5402401539
708,30300.9648677513,0.3388554645,1.2358786827,0.2140502740,9.1305358854,30.2617447692,3.5261602176
709,30331.2266125205,0.3108461866,1.2340343582,0.2126635831,9.1305021992,5.0001085826,28.5498029098
710,30336.2267211031,0.2987716848,1.2357808594,0.2139827680,9.1305344378,28.7542105947,3.2879343954
711,30364.9809316977,0.2458587749,1.2341316633,0.2127459958,9.1305043105,5.2456149988,27.0396202963
712,30370.2265466965,0.3182322260,1.2359119158,0.2140779746,9.1305366884,30.9998820760,3.5317599473
713,30401.2264287725,0.3235972521,1.2339941890,0.2126312901,9.1305013494,5.0001364290,29.2864247733
714,30406.2265652016,0.3166553337,1.2357459231,0.2139538454,9.1305336812,28.2502261657,3.2873007206
715,30434.4767913673,0.2831524185,1.2341809227,0.2127779260,9.1305050662,5.7498138982,26.5391791746
716,30440.2266052655,0.3132807760,1.2358584233,0.2140384483,9.1305357486,30.4391754193,4.0365360874
717,30470.6657806848,0.3158954059,1.2340279681,0.2126583141,9.1305020503,5.0601671159,28.5465789693
718,30475.7259478007,0.3369086741,1.2357880753,0.2139829007,9.1305342660,28.7507017714,3.3450172525
719,30504.4766495721,0.3070018260,1.2341555769,0.2127557177,9.1305044723,5.0002525721,27.0387464137
720,30509.4769021441,0.2684529435,1.2358761119,0.2140586154,9.1305363190,30.9994232213,3.2882912068
721,30540.4763253655,0.3278180164,1.2340075987,0.2126412060,9.1305015676,5.0001952404,29.2855574766
722,30545.4765206059,0.3199318213,1.2357583070,0.2139630591,9.1305338909,28.2503116866,3.2871532318
723,30573.7268322925,0.2744749506,1.2341814931,0.2127797109,9.1305051198,5.7498643126,26.5390362053
724,30579.4766966051,0.3026119710,1.2358567353,0.2140387939,9.1305357891,30.2501744102,4.0367932943
725,30609.7268710153,0.2691356097,1.2340108134,0.2126516138,9.1305019824,5.0007686579,28.5399252378
726,30614.7276396732,0.2558383138,1.2357571619,0.2139710038,9.1305341998,28.9989383762,3.2892720375
727,30643.7265780494,0.3141260039,1.2341671335,0.2127628862,9.1305046232,5.0002907069,27.2859556680
728,30648.7268687563,0.2712466786,1.2358833966,0.2140631243,9.1305364263,30.9991863932,3.2881119773
729,30679.7260551495,0.3340647189,1.2340177186,0.2126472625,9.1305016711,5.0003594841,29.2834422293
730,30684.7264146336,0.3258117404,1.2357679550,0.2139687698,9.1305339996,28.2516316307,3.2868913544
731,30712.9780462643,0.2522273228,1.2341663200,0.2127706998,9.1305049138,5.7487509331,26.5392299274
732,30718.7267971974,0.2836619782,1.2358433199,0.2140306735,9.1305356261,29.9415080769,4.0364664497
733,30748.6683052742,0.3171341796,1.2341063422,0.2127155918,9.1305034505,5.0580673631,28.0462536736
734,30753.7263726374,0.3276678675,1.2358564253,0.2140337959,9.1305355679,29.7503147294,3.3442374195
735,30783.4766873668,0.3021275335,1.2340861270,0.2127021042,9.1305031709,5.0001161897,28.0383723532
736,30788.4768035566,0.2821921766,1.2358247672,0.2140162963,9.1305352789,29.7504053308,3.2883104811
737,30818.2272088874,0.2581357848,1.2340568292,0.2126862003,9.1305028384,5.1164470775,28.0395378733
738,30823.3436559649,0.2828128452,1.2358386617,0.2140269669,9.1305355371,29.8822613694,3.2975097391
739,30853.2259173343,0.3358719897,1.2341023794,0.2127096122,9.1305031865,5.0006300890,28.1655440684
740,30858.2265474233,0.3181141395,1.2358427425,0.2140246810,9.1305353953,29.7501308025,3.2874702613
741,30887.9766782258,0.3033680180,1.2340831325,0.2126996708,9.1305031079,5.0001169849,28.0384528185
742,30892.9767952108,0.2840921197,1.2358224171,0.2140142652,9.1305352272,29.7503389505,3.2882674114
743,30922.7271341612,0.2592768835,1.2340540245,0.2126840227,9.1305027844,5.0514008841,28.0396239684
744,30927.7785350454,0.2506912495,1.2358255709,0.2140219582,9.1305354391,29.9476639041,3.2943003309
745,30957.7261989495,0.3314376943,1.2340948434,0.2127047573,9.1305031025,5.0003972919,28.2330779025
746,30962.7265962414,0.3140939599,1.2358357380,0.2140202034,9.1305353027,29.7501329393,3.2874542926
747,30992.4767291807,0.2956309807,1.2340732518,0.2126936472,9.1305029785,5.0000996220,28.0389026287
748,30997.4768288027,0.2768514661,1.2358131071,0.2140086481,9.1305350991,29.7513108076,3.2884902771
749,31027.2281396104,0.2517321120,1.2340462198,0.2126796860,9.1305026817,5.2168515190,28.0401251994
750,31032.4449911294,0.3306093288,1.2358462871,0.2140262275,9.1305353655,29.7815106678,3.4198908349
751,31062.2265017972,0.3196382428,1.2340822984,0.2126975119,9.1305029954,5.0001952739,28.0688714995
752,31067.2266970710,0.3025107877,1.2358235778,0.2140132800,9.1305351700,29.7501374693,3.2877520810
753,31096.9768345403,0.2739487108,1.2340525237,0.2126817957,9.1305027188,5.0008680846,28.0397074603
754,31101.9777026249,0.2554885354,1.2357937812,0.2139979217,9.1305348535,29.4990387411,3.2892140340
755,31131.4767413661,0.2935012797,1.2341139048,0.2127249586,9.1305037508,5.0001949954,27.7862847671
756,31136.4769363614,0.2664753074,1.2358457389,0.2140349283,9.1305357456,30.2580914352,3.2886207266
757,31166.7350277966,0.2418736251,1.2340170444,0.2126593167,9.1305021855,5.2392705450,28.5403819862
758,31171.9742983417,0.3416660101,1.2358196497,0.2140047086,9.1305347524,29.2522168871,3.5218689247
759,31201.2265152288,0.3188067887,1.2341230715,0.2127284360,9.1305037581,5.0002309110,27.5396571959
760,31206.2267461398,0.2944686713,1.2358571665,0.2140396471,9.1305358272,30.2500934520,3.2878825011
761,31236.4768395918,0.2730872842,1.2340213150,0.2126581988,9.1305021406,5.0004340192,28.5394129064
762,31241.4772736109,0.2589492206,1.2357663905,0.2139767054,9.1305343367,29.4988342470,3.2891355817
763,31270.9761078579,0.3332924431,1.2341237987,0.2127273662,9.1305036433,5.0005171570,27.7836835361
764,31275.9766250149,0.3113371737,1.2358600172,0.2140398105,9.1305357884,29.7570595438,3.2875742282
765,31305.7336845587,0.2429514117,1.2340583234,0.2126903761,9.1305029472,5.2421810601,28.0394194217
766,31310.9758656188,0.3377942625,1.2358572252,0.2140335168,9.1305354878,29.7506566045,3.5267384672
767,31340.7265222232,0.3183090871,1.2340927422,0.2127054598,9.1305031967,5.0001949940,28.0379569673
768,31345.7267172173,0.2994534962,1.2358322969,0.2140201332,9.1305353435,29.7501048942,3.2878214561
769,31375.4768221115,0.2762599159,1.2340649123,0.2126903929,9.1305029274,5.0007735077,28.0391847863
770,31380.4775956191,0.2561701500,1.2358044172,0.2140053809,9.1305350343,29.9344900629,3.2891506905
771,31410.4120856820,0.3142220144,1.2340928621,0.2127063780,9.1305032367,5.0642279636,28.0449316899
772,31415.4763136457,0.3297712808,1.2358458902,0.2140261284,9.1305353686,29.7503242041,3.3502293252
773,31445.2266378498,0.3082529460,1.2340803723,0.2126977186,9.1305030456,5.0001307991,28.0384507297
774,31450.2267686489,0.2899610481,1.2358205965,0.2140128791,9.1305351852,29.7501682966,3.2881112847
775,31479.9769369455,0.2647085379,1.2340521763,0.2126827721,9.1305027503,5.0068663238,28.0397751501
776,31484.9838032693,0.2445345898,1.2357996491,0.2140039476,9.1305350040,29.9923260906,3.2904190188
777,31514.9761293599,0.3328757321,1.2340904070,0.2127022155,9.1305030294,5.0004417147,28.2773061869
778,31519.9765710746,0.3162601008,1.2358320152,0.2140181042,9.1305352434,29.4544959809,3.2874097368
779,31549.4310670555,0.3230231438,1.2341370078,0.2127384305,9.1305039820,5.0454297682,27.5499338532
780,31554.4764968236,0.3215633670,1.2358793619,0.2140524056,9.1305360526,30.2502012827,3.3319044172
781,31584.7266981063,0.3005492077,1.2340431176,0.2126705264,9.1305024001,5.0000862461,28.5384509915
782,31589.7267843524,0.2865133527,1.2357876932,0.2139885234,9.1305345990,29.2502898319,3.2882916877
783,31618.9770741842,0.2604576497,1.2340891647,0.2127111138,9.1305034483,5.2032271512,27.5398671409
784,31624.1803013355,0.3241003101,1.2358802881,0.2140529627,9.1305360533,30.2959735561,3.3487206582
785,31654.4762748916,0.3294455091,1.2340560572,0.2126764499,9.1305024219,5.0002893259,28.5818933069
786,31659.4765642175,0.3167850535,1.2358017743,0.2139950244,9.1305346808,29.2502188634,3.2873251796
787,31688.7267830810,0.2849344674,1.2340979657,0.2127146048,9.1305035109,5.0004215936,27.5393729745
788,31693.7272046746,0.2598887923,1.2358320923,0.2140260953,9.1305355352,29.9994554950,3.2888880385
789,31723.7266601695,0.3056744038,1.2340889314,0.2127043005,9.1305032150,5.0001279993,28.2862023721
790,31728.7267881688,0.2856989735,1.2358274987,0.2140184224,9.1305353260,29.7500889915,3.2882067166
791,31758.4768771603,0.2686103592,1.2340654645,0.2126917226,9.1305029670,5.0043770395,28.0393435407
792,31763.4812541998,0.2470667262,1.2358082050,0.2140094273,9.1305351362,29.9798502873,3.2899412771
793,31793.4611044871,0.3359719031,1.2341055204,0.2127124275,9.1305032548,5.0153174086,28.0569999497
794,31798.4764218956,0.3255468567,1.2358487566,0.2140285551,9.1305354529,29.7502483196,3.3016833035
795,31828.2266702152,0.3044132740,1.2340830613,0.2126998367,9.1305031091,5.0001199262,28.0383990476
796,31833.2267901414,0.2852466625,1.2358224462,0.2140144870,9.1305352311,29.7501619475,3.2882353956
797,31862.9769520889,0.2640355312,1.2340572050,0.2126860928,9.1305028322,5.0094377164,28.0395917678
798,31867.9863898054,0.2426814951,1.2358070283,0.2140092453,9.1305351332,29.9894599399,3.2908980410
799,31897.9758497453,0.3365175941,1.2340986180,0.2127072100,9.1305031220,5.0006802041,28.2721618465
800,31902.9765299493,0.3193673487,1.2358395761,0.2140226515,9.1305353406,29.7501961744,3.2874655155
801,31932.7267261237,0.2961539190,1.2340726652,0.2126934263,9.1305029720,5.0000992841,28.0389017763
802,31937.7268254078,0.2775003872,1.2358126415,0.2140084997,9.1305350948,29.7511012162,3.2884737484
803,31967.4779266240,0.2526436573,1.2340457998,0.2126795361,9.1305026776,5.2049861647,28.0401184377
