E,eta_h,d_amp,q_amp,h_amp,return_time_mean,return_time_cv,crossing_ratio,m_bar,capbind_frac,phi_bar,mid_frac_proxy
1.2933333333,0.0126000000,0.9913336768,0.7935144764,0.1638575996,93.5302703131,0.0035993342,1.0000000000,0.4138991311,0.0186658371,0.4910738800,0.0010221768
1.2933333333,0.0140500000,0.9913336774,0.7935119384,0.1661371969,84.8577970872,0.0055516462,1.0000000000,0.4134034909,0.0206213057,0.4908074115,0.0012888316
1.2933333333,0.0155000000,0.9913336780,0.7935088870,0.1646628622,77.0064329280,0.0029350915,1.0000000000,0.4161554828,0.0228434292,0.4917623511,0.0016443714
1.2933333333,0.0169500000,0.9913336785,0.7935053203,0.1664135270,70.8319486975,0.0046266634,1.0000000000,0.4142846874,0.0248877828,0.4912257054,0.0016888138
1.2933333333,0.0184000000,0.9913336790,0.7935012353,0.1657352616,65.2284695836,0.0040072991,1.0000000000,0.4128317048,0.0266654815,0.4907148808,0.0017332563
1.2933333333,0.0198500000,0.9913336794,0.7934966293,0.1679205767,61.1314988328,0.0076540199,1.0000000000,0.4087011763,0.0288431625,0.4894505641,0.0019110262
1.2933333333,0.0213000000,0.9913336797,0.7934914959,0.1674800595,56.6044343835,0.0054183369,1.0000000000,0.4143312385,0.0311986134,0.4912819050,0.0019999111
1.2933333333,0.0227500000,0.9913336801,0.7934858194,0.1672327131,53.8987906091,0.0013732022,1.0000000000,0.4111867965,0.0322652327,0.4900848137,0.0017776988
1.2933333333,0.0242000000,0.9913336803,0.7934795484,0.1651540648,50.0065924441,0.0003032042,1.0000000000,0.4115027918,0.0352428781,0.4904649453,0.0029776454
1.2933333333,0.0256500000,0.9913336806,0.7934726567,0.1652033315,47.2400289299,0.0009668030,1.0000000000,0.4120900308,0.0368428070,0.4905451120,0.0024887783
1.2933333333,0.0271000000,0.9913336808,0.7934651381,0.1666725495,45.1898613287,0.0003272520,1.0000000000,0.4095738702,0.0386649482,0.4898376253,0.0024443358
1.2933333333,0.0285500000,0.9913336810,0.7934567521,0.1664373193,42.8615475125,0.0014305312,1.0000000000,0.4102559066,0.0405759744,0.4900118311,0.0025776632
1.2933333333,0.0300000000,0.9913336812,0.7934475353,0.1669670754,40.9703412006,0.0009168488,1.0000000000,0.4097179923,0.0421314608,0.4897357770,0.0026221057
1.3200000000,0.0010000000,0.9913330997,0.8000157687,0.1432877411,1035.3359818988,0.0100484985,1.0000000000,0.3894023713,0.0015999289,0.4759652395,0.0002222123
1.3200000000,0.0024500000,0.9913331036,0.8000170896,0.1434246675,426.7216445820,0.0008279400,1.0000000000,0.4082447299,0.0042664770,0.4825989121,0.0002666548
1.3200000000,0.0039000000,0.9913331065,0.8000179686,0.1450600578,271.8321673023,0.0008266343,1.0000000000,0.4009425386,0.0066219279,0.4802939035,0.0004888672
1.3200000000,0.0053500000,0.9913331089,0.8000184002,0.1463790858,200.0726271423,0.0010662796,1.0000000000,0.3985238480,0.0089329363,0.4793432543,0.0006666370
1.3200000000,0.0068000000,0.9913331110,0.8000183807,0.1476335594,159.3520921068,0.0008976773,1.0000000000,0.3857832488,0.0108884050,0.4754167014,0.0004444247
1.3200000000,0.0082500000,0.9913331128,0.8000179060,0.1487800714,132.3421551454,0.0018611884,1.0000000000,0.3881025853,0.0134216257,0.4761435126,0.0008444069
1.3200000000,0.0097000000,0.9913331144,0.8000169720,0.1495295534,113.3026106890,0.0021033977,1.0000000000,0.3862209389,0.0156881916,0.4756785035,0.0011999467
1.3200000000,0.0111500000,0.9913331159,0.8000155749,0.1512320987,99.6865932836,0.0028188447,1.0000000000,0.3852659247,0.0176881028,0.4751583224,0.0011555042
1.3200000000,0.0126000000,0.9913331173,0.8000137108,0.1520683845,88.6919668421,0.0051028310,1.0000000000,0.3839173773,0.0200879961,0.4748223168,0.0015554864
1.3200000000,0.0140500000,0.9913331185,0.8000113784,0.1514281099,79.8291536035,0.0008660259,1.0000000000,0.3868722646,0.0219990223,0.4754014414,0.0013332741
1.3200000000,0.0155000000,0.9913331197,0.8000085734,0.1537789841,73.3197702173,0.0041025741,1.0000000000,0.3859818204,0.0238211635,0.4750004897,0.0015554864
1.3200000000,0.0169500000,0.9913331208,0.8000052896,0.1532426722,67.2090459109,0.0012147242,1.0000000000,0.3843687092,0.0261321719,0.4746406273,0.0016888138
1.3200000000,0.0184000000,0.9913331218,0.8000015194,0.1549057267,62.0362278010,0.0050819337,1.0000000000,0.3861070332,0.0286209502,0.4752629628,0.0016443714
1.3200000000,0.0198500000,0.9913331227,0.7999972265,0.1537908292,57.6519374651,0.0011410623,1.0000000000,0.3832067105,0.0306208613,0.4744132744,0.0021332385
1.3200000000,0.0213000000,0.9913331236,0.7999924054,0.1556967368,53.9814818310,0.0064170947,1.0000000000,0.3821867082,0.0323541176,0.4739825746,0.0017332563
1.3200000000,0.0227500000,0.9913331244,0.7999868523,0.1542081237,50.6538441267,0.0011426174,1.0000000000,0.3815977300,0.0347540109,0.4739276407,0.0023554509
1.3200000000,0.0242000000,0.9913331252,0.7999806751,0.1559193114,48.2047543371,0.0040777707,1.0000000000,0.3816772704,0.0363983823,0.4736520453,0.0020443536
1.3200000000,0.0256500000,0.9913331259,0.7999734569,0.1559055200,45.0586702053,0.0033353197,1.0000000000,0.3814108437,0.0391538154,0.4739557367,0.0028887605
1.3200000000,0.0271000000,0.9913331266,0.7999645666,0.1540810098,42.5284130622,0.0016050040,1.0000000000,0.3812486337,0.0413314964,0.4740313412,0.0026665482
1.3200000000,0.0285500000,0.9913331273,0.7999555482,0.1563138878,41.0785753698,0.0038924918,1.0000000000,0.3818544102,0.0429758677,0.4740169361,0.0025776632
1.3200000000,0.0300000000,0.9913331279,0.7999437239,0.1554522404,38.9244615194,0.0017263160,1.0000000000,0.3812568057,0.0451979912,0.4740023337,0.0029776454
1.3466666667,0.0010000000,0.9913323740,0.8065949869,0.1367923095,984.5711940643,0.0071396085,1.0000000000,0.3685420003,0.0015999289,0.4617393755,0.0001777699
1.3466666667,0.0024500000,0.9913323798,0.8065961878,0.1319608027,402.4213406668,0.0010041219,1.0000000000,0.3579133884,0.0043109195,0.4602298360,0.0003999822
1.3466666667,0.0039000000,0.9913323843,0.8065969824,0.1335230507,256.8727151200,0.0013097727,1.0000000000,0.3650876065,0.0067552553,0.4616649982,0.0005333096
1.3466666667,0.0053500000,0.9913323880,0.8065973683,0.1349181763,189.5825527329,0.0016409199,1.0000000000,0.3652551782,0.0095106884,0.4620376664,0.0006666370
1.3466666667,0.0068000000,0.9913323913,0.8065973411,0.1360216611,150.7723592820,0.0019405810,1.0000000000,0.3603717587,0.0118661393,0.4605049931,0.0007999644
1.3466666667,0.0082500000,0.9913323942,0.8065968978,0.1368538996,125.0320936386,0.0011947891,1.0000000000,0.3598830194,0.0142215902,0.4602107909,0.0008888494
1.3466666667,0.0097000000,0.9913323970,0.8065960348,0.1380852742,107.5680666708,0.0019528772,1.0000000000,0.3575880610,0.0166214835,0.4595332471,0.0010221768
1.3466666667,0.0111500000,0.9913323994,0.8065947491,0.1388623231,94.1788703950,0.0028144367,1.0000000000,0.3598825182,0.0188880494,0.4601551485,0.0009332919
1.3466666667,0.0126000000,0.9913324017,0.8065930371,0.1401818045,83.6566622051,0.0043129458,1.0000000000,0.3582707022,0.0213768277,0.4597111784,0.0009777343
1.3466666667,0.0140500000,0.9913324039,0.8065908936,0.1409318495,75.9620801227,0.0036833414,1.0000000000,0.3557996536,0.0233322963,0.4586810856,0.0012888316
1.3466666667,0.0155000000,0.9913324060,0.8065883057,0.1414677506,69.3189005350,0.0052865424,1.0000000000,0.3557419698,0.0256877472,0.4586313331,0.0009777343
1.3466666667,0.0169500000,0.9913324079,0.8065852452,0.1427012042,64.1734598557,0.0011892406,1.0000000000,0.3547675861,0.0276432159,0.4582764332,0.0019554686
1.3466666667,0.0184000000,0.9913324097,0.8065816206,0.1427434705,59.3332510621,0.0050094671,1.0000000000,0.3535785374,0.0300431092,0.4579973477,0.0018665837
1.3466666667,0.0198500000,0.9913324115,0.8065772351,0.1423003010,54.8698850482,0.0018920318,1.0000000000,0.3550944633,0.0321763477,0.4585001552,0.0023554509
1.3466666667,0.0213000000,0.9913324131,0.8065719288,0.1426305057,51.3149004245,0.0030178956,1.0000000000,0.3558603129,0.0347984534,0.4587298972,0.0019554686
1.3466666667,0.0227500000,0.9913324147,0.8065657252,0.1442009370,48.3848060675,0.0044040709,1.0000000000,0.3541176601,0.0364872672,0.4580917454,0.0023554509
1.3466666667,0.0242000000,0.9913324162,0.8065581445,0.1451009119,45.6123364397,0.0093921773,1.0000000000,0.3549564621,0.0389316030,0.4583440565,0.0023110084
1.3466666667,0.0256500000,0.9913324177,0.8065486488,0.1453010638,43.6038687421,0.0038689239,1.0000000000,0.3519496441,0.0405315319,0.4572993237,0.0027554331
1.3466666667,0.0271000000,0.9913324191,0.8065367999,0.1450596233,41.3764835476,0.0009373227,1.0000000000,0.3521009900,0.0429758677,0.4574817136,0.0028887605
1.3466666667,0.0285500000,0.9913324205,0.8065203540,0.1431406462,38.6703328400,0.0018870994,1.0000000000,0.3528066674,0.0455090885,0.4578479511,0.0028887605
1.3466666667,0.0300000000,0.9913324218,0.8065022322,0.1428224836,36.7796016345,0.0007498000,1.0000000000,0.3524550746,0.0479978668,0.4578555231,0.0030665304
1.3733333333,0.0010000000,0.9913314452,0.8132557175,0.1342482385,1032.0861087405,0.0368282135,1.0000000000,0.3054007166,0.0015999289,0.4344476221,0.0000444425
1.3733333333,0.0024500000,0.9913314535,0.8132567892,0.1201888735,379.9490836376,0.0007356845,1.0000000000,0.3398140693,0.0047553442,0.4470659446,0.0003999822
1.3733333333,0.0039000000,0.9913314601,0.8132574907,0.1219112281,242.7622308760,0.0010065262,1.0000000000,0.3277264491,0.0071552375,0.4429685724,0.0006221946
1.3733333333,0.0053500000,0.9913314657,0.8132578195,0.1232395848,179.1406304753,0.0014955583,1.0000000000,0.3367692325,0.0099551131,0.4458577192,0.0007110795
1.3733333333,0.0068000000,0.9913314707,0.8132577730,0.1243722092,142.8062718130,0.0016664842,1.0000000000,0.3277470928,0.0122661215,0.4428896639,0.0009332919
1.3733333333,0.0082500000,0.9913314753,0.8132573481,0.1249181337,118.5461497766,0.0013669110,1.0000000000,0.3323201797,0.0151548820,0.4443836318,0.0009332919
1.3733333333,0.0097000000,0.9913314795,0.8132565427,0.1263330152,102.0233866315,0.0028345804,1.0000000000,0.3328349838,0.0175103329,0.4444376463,0.0012443891
1.3733333333,0.0111500000,0.9913314834,0.8132553523,0.1279176250,89.8353141196,0.0055424739,1.0000000000,0.3315470702,0.0199102262,0.4439042545,0.0010221768
1.3733333333,0.0126000000,0.9913314871,0.8132537628,0.1290225800,79.5927097207,0.0027650723,1.0000000000,0.3293402034,0.0223101196,0.4431621184,0.0014666015
