homotopy,parameter,value,theoretical_fold_viable,twoD_bistable_proxy,twoD_gap,sustained_oscillation,m_bar,capbind_frac,capgap_mean,phi_bar,period2_strength,R2_over_R1,d_amp,q_amp,k_amp,h_amp,E,G,epsilon,eta_h,eta_k,beta_n,lambda_D,theta0
lambda_D,lambda_D,16.2666666667,1,0,0.0000000000,0,0.0086576742,1.0000000000,0.0000133347,0.2502766503,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,16.2666666667,-2.0000000000
lambda_D,lambda_D,16.4000000000,1,0,0.0000000000,0,0.0086531922,1.0000000000,0.0000223050,0.2502731006,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,16.4000000000,-2.0000000000
lambda_D,lambda_D,16.5333333333,1,0,0.0000000000,0,0.0086490252,1.0000000000,0.0000306479,0.2502698003,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,16.5333333333,-2.0000000000
lambda_D,lambda_D,16.6666666667,1,0,0.0000000000,0,0.0086451510,1.0000000000,0.0000384071,0.2502667320,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,16.6666666667,-2.0000000000
lambda_D,lambda_D,16.8000000000,1,0,0.0000000000,0,0.0086415491,1.0000000000,0.0000456229,0.2502638796,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,16.8000000000,-2.0000000000
lambda_D,lambda_D,16.9333333333,1,0,0.0000000000,0,0.0086382007,1.0000000000,0.0000523330,0.2502612278,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,16.9333333333,-2.0000000000
lambda_D,lambda_D,17.0666666667,1,0,0.0000000000,0,0.0086350878,1.0000000000,0.0000585725,0.2502587627,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,17.0666666667,-2.0000000000
lambda_D,lambda_D,17.2000000000,1,0,0.0000000000,0,0.0086321940,1.0000000000,0.0000643743,0.2502564712,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,17.2000000000,-2.0000000000
lambda_D,lambda_D,17.3333333333,1,0,0.0000000000,0,0.0086295040,1.0000000000,0.0000697688,0.2502543410,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,17.3333333333,-2.0000000000
lambda_D,lambda_D,17.4666666667,1,0,0.0000000000,0,0.0086270035,1.0000000000,0.0000747843,0.2502523610,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,17.4666666667,-2.0000000000
lambda_D,lambda_D,17.6000000000,1,0,0.0000000000,0,0.0086246792,1.0000000000,0.0000794474,0.2502505204,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,17.6000000000,-2.0000000000
lambda_D,lambda_D,17.7333333333,1,0,0.0000000000,0,0.0086225186,1.0000000000,0.0000837826,0.2502488097,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,17.7333333333,-2.0000000000
lambda_D,lambda_D,17.8666666667,1,0,0.0000000000,0,0.0086205104,1.0000000000,0.0000878129,0.2502472195,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,17.8666666667,-2.0000000000
lambda_D,lambda_D,18.0000000000,1,0,0.0000000000,0,0.0086186438,1.0000000000,0.0000915596,0.2502457415,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,18.0000000000,-2.0000000000
lambda_D,lambda_D,18.1333333333,1,0,0.0000000000,0,0.0086169088,1.0000000000,0.0000950425,0.2502443677,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,18.1333333333,-2.0000000000
lambda_D,lambda_D,18.2666666667,1,0,0.0000000000,0,0.0086152963,1.0000000000,0.0000982802,0.2502430909,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,18.2666666667,-2.0000000000
lambda_D,lambda_D,18.4000000000,1,0,0.0000000000,0,0.0086137975,1.0000000000,0.0001012898,0.2502419042,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,18.4000000000,-2.0000000000
lambda_D,lambda_D,18.5333333333,1,0,0.0000000000,0,0.0086124045,1.0000000000,0.0001040872,0.2502408013,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,18.5333333333,-2.0000000000
lambda_D,lambda_D,18.6666666667,1,0,0.0000000000,0,0.0086111098,1.0000000000,0.0001066876,0.2502397762,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,18.6666666667,-2.0000000000
lambda_D,lambda_D,18.8000000000,1,0,0.0000000000,0,0.0086099065,1.0000000000,0.0001091045,0.2502388235,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,18.8000000000,-2.0000000000
lambda_D,lambda_D,18.9333333333,1,0,0.0000000000,0,0.0086087882,1.0000000000,0.0001113510,0.2502379381,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,18.9333333333,-2.0000000000
lambda_D,lambda_D,19.0666666667,1,0,0.0000000000,0,0.0086077489,1.0000000000,0.0001134390,0.2502371152,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,19.0666666667,-2.0000000000
lambda_D,lambda_D,19.2000000000,1,0,0.0000000000,0,0.0086067830,1.0000000000,0.0001153797,0.2502363504,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,19.2000000000,-2.0000000000
lambda_D,lambda_D,19.3333333333,1,0,0.0000000000,0,0.0086058854,1.0000000000,0.0001171834,0.2502356397,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,19.3333333333,-2.0000000000
lambda_D,lambda_D,19.4666666667,1,0,0.0000000000,0,0.0086050511,1.0000000000,0.0001188598,0.2502349792,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,19.4666666667,-2.0000000000
lambda_D,lambda_D,19.6000000000,1,0,0.0000000000,0,0.0086042758,1.0000000000,0.0001204178,0.2502343654,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,19.6000000000,-2.0000000000
lambda_D,lambda_D,19.7333333333,1,0,0.0000000000,0,0.0086035553,1.0000000000,0.0001218659,0.2502337950,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,19.7333333333,-2.0000000000
lambda_D,lambda_D,19.8666666667,1,0,0.0000000000,0,0.0086028858,1.0000000000,0.0001232116,0.2502332649,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,19.8666666667,-2.0000000000
lambda_D,lambda_D,20.0000000000,1,0,0.0000000000,0,0.0086022635,1.0000000000,0.0001244623,0.2502327722,NaN,NaN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,1.0000000000,0.0300000000,0.0100000000,0.0300000000,0.7000000000,20.0000000000,-2.0000000000
