n,t_n,q_n,k_n,h_n,d_dot_n,T_n,W_n
268,22532.7272197117,0.2589545721,1.2442625825,0.2161500338,9.1305866503,28.9992554623,3.2889358634
269,22561.7264751740,0.3205695015,1.2425655581,0.2148602479,9.1305555852,5.0002273147,27.2859808070
270,22566.7267024887,0.3009646122,1.2442850854,0.2161609804,9.1305868592,28.7503963311,3.2877191271
271,22595.4770988198,0.2592352664,1.2425316149,0.2148432648,9.1305553034,5.1041614984,27.0394032304
272,22600.5812603182,0.2760575194,1.2442903918,0.2161688920,9.1305870876,28.8954316162,3.2956462526
273,22629.4766919344,0.3007416062,1.2425538030,0.2148541576,9.1305555111,5.0001163949,27.1833108651
274,22634.4768083293,0.2803060790,1.2442727153,0.2161546191,9.1305867425,28.9908776662,3.2883076458
275,22663.4676859955,0.3378856643,1.2425750715,0.2148651092,9.1305555803,5.0087614356,27.0686980072
276,22668.4764474311,0.3236085957,1.2442971925,0.2161669552,9.1305869185,28.7503266861,3.2951586388
277,22697.2267741173,0.2861018908,1.2425471295,0.2148512534,9.1305554700,5.0001855825,27.0389018734
278,22702.2269596997,0.2647011151,1.2442653213,0.2161513551,9.1305866784,28.9987564388,3.2887489800
279,22731.2257161385,0.3368938425,1.2425785540,0.2148678380,9.1305556553,5.0008275188,27.2798304606
280,22736.2265436573,0.3176889588,1.2442981417,0.2161684825,9.1305869835,28.7502852893,3.2875746186
281,22764.9768289466,0.2741904745,1.2425423618,0.2148492199,9.1305554355,5.0015588552,27.0390121121
282,22769.9783878019,0.2518207014,1.2442613434,0.2161501112,9.1305866555,28.9981924568,3.2892768742
283,22798.9765802587,0.3131660546,1.2425623933,0.2148588191,9.1305555840,5.0001690948,27.2853878035
284,22803.9767493535,0.2930440902,1.2442814897,0.2161593237,9.1305868362,28.7516150428,3.2879391946
285,22832.7283643963,0.2502364828,1.2425284762,0.2148420971,9.1305552797,5.2443315632,27.0395675007
286,22837.9726959594,0.3409485147,1.2443111039,0.2161748383,9.1305869786,28.7539936392,3.5268053997
287,22866.7266895987,0.3010768817,1.2425575178,0.2148567707,9.1305555733,5.0001198873,27.0419183150
288,22871.7268094860,0.2800524780,1.2442758434,0.2161568588,9.1305867962,28.8796196840,3.2883031942
289,22900.6064291699,0.2868576455,1.2425645223,0.2148643119,9.1305557837,5.1198843201,27.0424044699
290,22905.7263134900,0.3291109627,1.2443052793,0.2161720042,9.1305870065,28.7504636937,3.4057749494
291,22934.4767771837,0.2854332211,1.2425491153,0.2148524934,9.1305555009,5.0002126983,27.0388496433
292,22939.4769898820,0.2636132129,1.2442669278,0.2161523649,9.1305867032,28.9987200389,3.2887742526
293,22968.4757099209,0.3369349136,1.2425810054,0.2148692842,9.1305556898,5.0008379845,27.2797475511
294,22973.4765479054,0.3173757977,1.2443002328,0.2161697001,9.1305870139,28.7503187281,3.2875928743
295,23002.2268666335,0.2689091937,1.2425398038,0.2148476127,9.1305554015,5.0047005987,27.0390449618
296,23007.2315672322,0.2459863342,1.2442623414,0.2161513404,9.1305866871,28.9950670809,3.2898774233
297,23036.2266343131,0.3079303058,1.2425597877,0.2148571710,9.1305555631,5.0001418614,27.2825474499
298,23041.2267761745,0.2875550168,1.2442786857,0.2161575833,9.1305868037,28.7564280078,3.2880957822
299,23069.9832041823,0.2426702713,1.2425301100,0.2148441020,9.1305553308,5.2427118548,27.0400088929
300,23075.2259160371,0.3366540755,1.2443085428,0.2161731139,9.1305869768,28.7508716750,3.5272303971
301,23103.9767877122,0.2830711385,1.2425433027,0.2148482314,9.1305554014,5.0002601727,27.0392379245
302,23108.9770478849,0.2619883325,1.2442619176,0.2161486319,9.1305866151,28.9989449072,3.2888424991
303,23137.9759927921,0.3343635393,1.2425753284,0.2148652810,9.1305556157,5.0005817363,27.2825217659
304,23142.9765745284,0.3152709807,1.2442951272,0.2161660898,9.1305869365,28.7502578172,3.2874627686
305,23171.7268323456,0.2735828524,1.2425411775,0.2148480045,9.1305554068,5.0016905867,27.0390809393
306,23176.7285229322,0.2513917571,1.2442605032,0.2161491408,9.1305866326,28.9978984556,3.2893104511
307,23205.7264213878,0.3233732890,1.2425712382,0.2148636723,9.1305556528,5.0002650020,27.2843716881
308,23210.7266863898,0.3032733644,1.2442902323,0.2161640492,9.1305869267,28.7504558765,3.2876525825
309,23239.4771422664,0.2584559673,1.2425336939,0.2148444040,9.1305553313,5.1401650638,27.0393021024
310,23244.6173073302,0.2936555179,1.2442980547,0.2161715373,9.1305871265,28.8593500818,3.2983999149
311,23273.4766574119,0.3052835915,1.2425604439,0.2148579376,9.1305555898,5.0001328314,27.1470210196
312,23278.4767902434,0.2844184727,1.2442788825,0.2161580746,9.1305868198,28.7685303310,3.2881785613
313,23307.2453205743,0.2358981228,1.2425435016,0.2148552875,9.1305556025,5.2308756484,27.0407903708
314,23312.4761962227,0.3323018815,1.2443073276,0.2161726642,9.1305870003,28.7506148283,3.5163467416
315,23341.2268110509,0.2777972869,1.2425412709,0.2148472688,9.1305553847,5.0006680168,27.0390824441
316,23346.2274790678,0.2563141998,1.2442600075,0.2161478400,9.1305865993,28.9988128854,3.2890474322
317,23375.2262919532,0.3283212761,1.2425723305,0.2148636699,9.1305556222,5.0003498155,27.2845584269
318,23380.2266417687,0.3087928590,1.2442918218,0.2161643308,9.1305869175,28.7502447609,3.2875242755
319,23408.9768865296,0.2670976816,1.2425379371,0.2148462850,9.1305553709,5.0066440598,27.0391915757
320,23413.9835305894,0.2440604647,1.2442629729,0.2161519612,9.1305867025,28.9930018458,3.2902146972
321,23442.9765324351,0.3169148079,1.2425678428,0.2148618147,9.1305556405,5.0001980700,27.2800600424
322,23447.9767305051,0.2964716200,1.2442865749,0.2161620674,9.1305868951,28.7659306683,3.2878353035
323,23476.7426611734,0.2370187315,1.2425374689,0.2148504587,9.1305554858,5.2334828799,27.0405214755
324,23481.9761440533,0.3333913208,1.2443050571,0.2161707529,9.1305869466,28.7505924130,3.5187768712
325,23510.7267364663,0.2935935110,1.2425526087,0.2148535830,9.1305555132,5.0001153689,27.0388557988
326,23515.7268518352,0.2724133572,1.2442708632,0.2161536742,9.1305867278,28.9992285557,3.2885231570
327,23544.7260803909,0.3330966591,1.2425735764,0.2148639102,9.1305555930,5.0005077216,27.2834599309
328,23549.7265881125,0.3141066279,1.2442935124,0.2161648190,9.1305869107,28.7502544596,3.2874505530
329,23578.4768425721,0.2719244495,1.2425391713,0.2148465396,9.1305553731,5.0022736688,27.0390918576
330,23583.4791162409,0.2498385461,1.2442593496,0.2161483254,9.1305866137,28.9974323733,3.2894366875
331,23612.4765486142,0.3157237438,1.2425637992,0.2148589982,9.1305555778,5.0001857485,27.2845545835
332,23617.4767343627,0.2957953814,1.2442830585,0.2161595934,9.1305868374,28.7507145853,3.2878621794
333,23646.2274489479,0.2549073018,1.2425307037,0.2148426012,9.1305552897,5.2049848098,27.0394726073
334,23651.4324337578,0.3243908693,1.2443063400,0.2161732111,9.1305870636,28.7942774025,3.3284115463
335,23680.2267111602,0.2978575279,1.2425536436,0.2148538399,9.1305555104,5.0001122406,27.0822245605
336,23685.2268234008,0.2771099122,1.2442722748,0.2161541432,9.1305867346,28.9989649597,3.2883948850
337,23714.2257883605,0.3363880604,1.2425739293,0.2148638302,9.1305555632,5.0007523156,27.2807745151
338,23719.2265406761,0.3179029546,1.2442942662,0.2161649632,9.1305868986,28.7503199897,3.2875069802
339,23747.9768606657,0.2695525330,1.2425344560,0.2148434828,9.1305553014,5.0032981762,27.0392011072
340,23752.9801588419,0.2478703375,1.2442563702,0.2161465583,9.1305865723,28.9962254878,3.2896410725
341,23781.9763843297,0.3250145418,1.2425700677,0.2148626394,9.1305556183,5.0002863785,27.2825794616
342,23786.9766707082,0.3053468383,1.2442894715,0.2161632661,9.1305869024,28.7526780593,3.2876024379
343,23815.7293487675,0.2476662245,1.2425240835,0.2148388891,9.1305552034,5.2455858446,27.0395559358
344,23820.9749346121,0.3406343384,1.2443070086,0.2161715306,9.1305869027,28.7517736412,3.5280621739
345,23849.7267082533,0.2983104802,1.2425520500,0.2148528808,9.1305554862,5.0001113920,27.0398642031
346,23854.7268196453,0.2778681695,1.2442709794,0.2161533690,9.1305867153,28.8829622457,3.2883789577
347,23883.6097818910,0.2884912283,1.2425624250,0.2148624442,9.1305557360,5.1165215972,27.0425708361
348,23888.7263034883,0.3294292834,1.2443030550,0.2161702439,9.1305869624,28.7504655594,3.4023843603
349,23917.4767690476,0.2871933846,1.2425484250,0.2148517430,9.1305554801,5.0001664831,27.0389022899
350,23922.4769355307,0.2657641447,1.2442665560,0.2161517989,9.1305866882,28.9989638534,3.2887156043
351,23951.4758993841,0.3354229914,1.2425774016,0.2148668486,9.1305556445,5.0006642668,27.2817510021
352,23956.4765636509,0.3161581774,1.2442969924,0.2161675135,9.1305869669,28.7506777237,3.2874940107
353,23985.2272413746,0.2570172069,1.2425275160,0.2148402034,9.1305552308,5.1521697393,27.0392955990
354,23990.3794111138,0.2994963978,1.2442947734,0.2161684787,9.1305870415,28.8471794927,3.2997759738
355,24019.2265906065,0.3122553098,1.2425623249,0.2148587407,9.1305555857,5.0001639682,27.1346674344
356,24024.2267545747,0.2920332155,1.2442813309,0.2161591941,9.1305868349,28.7519527787,3.2879670818
357,24052.9787073534,0.2491961613,1.2425287216,0.2148422796,9.1305552845,5.2458342666,27.0396261118
358,24058.2245416200,0.3409604032,1.2443114030,0.2161748996,9.1305869799,28.7521480391,3.5280428432
359,24086.9766896592,0.3010689224,1.2425581882,0.2148571132,9.1305555816,5.0001203173,27.0400351520
360,24091.9768099765,0.2799444621,1.2442764143,0.2161571392,9.1305868030,28.9173221900,3.2883043252
361,24120.8941321665,0.3050862575,1.2425702660,0.2148658377,9.1305557809,5.0822185615,27.0436427328
362,24125.9763507280,0.3278222707,1.2443047137,0.2161715927,9.1305870049,28.7505056084,3.3682434559
363,24154.7268563364,0.2700620527,1.2425357962,0.2148444904,9.1305553253,5.0030895366,27.0391000333
364,24159.7299458730,0.2482198907,1.2442572783,0.2161472526,9.1305865887,28.9964191072,3.2895997861
365,24188.7263649803,0.3257941716,1.2425715505,0.2148636850,9.1305556388,5.0003006462,27.2826371025
366,24193.7266656265,0.3059872983,1.2442908036,0.2161642102,9.1305869231,28.7512830323,3.2875864282
367,24222.4779486588,0.2518595435,1.2425268422,0.2148403475,9.1305552368,5.2319226673,27.0394375362
368,24227.7098713261,0.3362271005,1.2443076269,0.2161726573,9.1305869695,28.7668562218,3.5049906893
369,24256.4767275479,0.2951585709,1.2425496802,0.2148515028,9.1305554599,5.0001091038,27.0549217939
370,24261.4768366516,0.2746804941,1.2442686084,0.2161520091,9.1305866861,28.8345406231,3.2884715064
371,24290.3113772748,0.2646889347,1.2425561632,0.2148611320,9.1305557307,5.1648895128,27.0417552635
372,24295.4762667875,0.3305218020,1.2443045717,0.2161711972,9.1305869779,28.7505347805,3.4506172646
373,24324.2268015680,0.2799126612,1.2425422342,0.2148480682,9.1305554015,5.0004515019,27.0390507623
374,24329.2272530699,0.2585264391,1.2442607959,0.2161484810,9.1305866135,28.9989371633,3.2889586333
375,24358.2261902332,0.3309948467,1.2425738949,0.2148648343,9.1305556314,5.0004250550,27.2840189712
376,24363.2266152882,0.3115713311,1.2442934435,0.2161655103,9.1305869364,28.7504780037,3.2874776283
377,24391.9770932919,0.2593421508,1.2425301831,0.2148419028,9.1305552705,5.0890959886,27.0392857729
378,24397.0661892804,0.2686377404,1.2442867866,0.2161670058,9.1305870490,28.9104203348,3.2949189885
379,24425.9766096153,0.3104744479,1.2425612417,0.2148581637,9.1305555783,5.0001541600,27.1979125803
380,24430.9767637752,0.2901830155,1.2442801975,0.2161585961,9.1305868238,28.7544561888,3.2880200946
381,24459.7312199640,0.2447268225,1.2425284765,0.2148427780,9.1305552982,5.2445199742,27.0398567311
382,24464.9757399382,0.3381265489,1.2443090740,0.2161735460,9.1305869743,28.7509907365,3.5285079661
383,24493.7267306746,0.2946207715,1.2425529326,0.2148540783,9.1305555231,5.0001135742,27.0390923493
384,24498.7268442488,0.2734820271,1.2442712161,0.2161541795,9.1305867390,28.9991047504,3.2884927577
385,24527.7259489993,0.3348913817,1.2425746676,0.2148648617,9.1305556012,5.0006168520,27.2823098793
386,24532.7265658513,0.3159800373,1.2442946329,0.2161657713,9.1305869260,28.7503200041,3.2874657364
387,24561.4768858554,0.2671481821,1.2425343180,0.2148439304,9.1305553141,5.0057652186,27.0392146995
388,24566.4826510740,0.2448489916,1.2442589016,0.2161491546,9.1305866353,28.9939444654,3.2900700699
389,24595.4765955394,0.3118047790,1.2425598006,0.2148569356,9.1305555438,5.0001594745,27.2813344904
390,24600.4767550139,0.2919446382,1.2442791720,0.2161576240,9.1305867976,28.7520802652,3.2879757649
391,24629.2288352791,0.2488532863,1.2425266745,0.2148408803,9.1305552509,5.2456807274,27.0397014430
392,24634.4745160065,0.3409719204,1.2443095520,0.2161736039,9.1305869489,28.7521749250,3.5278687404
393,24663.2266909315,0.3008868888,1.2425562915,0.2148558493,9.1305555515,5.0001185315,27.0400978163
394,24668.2268094630,0.2800564254,1.2442748108,0.2161560615,9.1305867772,28.8761842236,3.2883070019
395,24697.1029936865,0.2851782338,1.2425631259,0.2148635096,9.1305557668,5.1233123251,27.0423654496
396,24702.2263060117,0.3293507903,1.2443045944,0.2161714654,9.1305869921,28.7504595142,3.4091787890
397,24730.9767655259,0.2879387266,1.2425505679,0.2148532612,9.1305555155,5.0001608696,27.0388294360
398,24735.9769263955,0.2662264811,1.2442684058,0.2161531265,9.1305867196,28.9994650644,3.2886954690
399,24764.9763914599,0.3247135000,1.2425687155,0.2148617813,9.1305555994,5.0002802874,27.2856432481
400,24769.9766717473,0.3052131283,1.2442882916,0.2161625194,9.1305868849,28.7511907693,3.2876064874
401,24798.7278625166,0.2522699351,1.2425254528,0.2148393733,9.1305552131,5.2261777681,27.0394643594
402,24803.9540402847,0.3338322305,1.2443054276,0.2161714935,9.1305869609,28.7725871441,3.4544125955
403,24832.7266274288,0.3086680124,1.2425605344,0.2148579261,9.1305555788,5.0001456193,27.0602823803
404,24837.7267730481,0.2882319949,1.2442793655,0.2161582899,9.1305868195,28.8878299672,3.2880747725
405,24866.6146030153,0.2908382072,1.2425618604,0.2148617357,9.1305557150,5.1116989712,27.0425991070
406,24871.7263019865,0.3294755248,1.2443018894,0.2161694202,9.1305869425,28.7504569897,3.3975600384
407,24900.4767589763,0.2892862484,1.2425492378,0.2148521434,9.1305554863,5.0001381496,27.0388993348
408,24905.4768971259,0.2680100910,1.2442674691,0.2161522461,9.1305866973,28.9993810245,3.2886510522
409,24934.4762781504,0.3287337118,1.2425701062,0.2148623915,9.1305555886,5.0003564175,27.2849579966
410,24939.4766345678,0.3095791745,1.2442899675,0.2161632834,9.1305868900,28.7502105258,3.2875066601
411,24968.2268450936,0.2715543679,1.2425395422,0.2148473497,9.1305553929,5.0025436934,27.0391697389
412,24973.2293887871,0.2492537532,1.2442598585,0.2161492697,9.1305866365,28.9970830342,3.2894871603
413,25002.2264718213,0.3207633469,1.2425690873,0.2148627033,9.1305556435,5.0002330512,27.2838492390
414,25007.2267048725,0.3006101614,1.2442880636,0.2161630845,9.1305869102,28.7509448805,3.2877231277
415,25035.9776497529,0.2534601733,1.2425300574,0.2148426744,9.1305552922,5.2224022321,27.0394121792
416,25041.2000519850,0.3321505816,1.2443087417,0.2161742246,9.1305870387,28.7766212451,3.4222654904
417,25069.9766732302,0.3032978346,1.2425590385,0.2148574592,9.1305555840,5.0001260784,27.0644372553
418,25074.9767993086,0.2823497329,1.2442774163,0.2161575679,9.1305868104,28.9983382899,3.2882375180
419,25103.9751375985,0.3389608603,1.2425766904,0.2148657990,9.1305555866,5.0013618397,27.2724580972
420,25108.9764994382,0.3206744428,1.2442970189,0.2161668800,9.1305869316,28.7503012060,3.2879501993
421,25137.7268006441,0.2801244502,1.2425441364,0.2148494667,9.1305554350,5.0004611920,27.0390035034
422,25142.7272618361,0.2584216144,1.2442623950,0.2161496882,9.1305866423,28.9988434130,3.2889561494
423,25171.7261052491,0.3326805426,1.2425770028,0.2148668856,9.1305556680,5.0004950023,27.2833024900
424,25176.7266002514,0.3130130624,1.2442962688,0.2161673682,9.1305869756,28.7512142613,3.2874727158
425,25205.4778145127,0.2525151287,1.2425261632,0.2148397618,9.1305552224,5.2248618784,27.0393379329
426,25210.7026763911,0.3332603741,1.2443058278,0.2161717668,9.1305869718,28.7739412927,3.4429445507
427,25239.4766176838,0.3096745710,1.2425619415,0.2148587223,9.1305555946,5.0001510300,27.0615745933
428,25244.4767687138,0.2891554262,1.2442806791,0.2161590213,9.1305868356,28.9302523591,3.2880461797
429,25273.4070210729,0.3112011464,1.2425679478,0.2148632482,9.1305556983,5.0693264740,27.0443692990
430,25278.4763475469,0.3279353136,1.2443008766,0.2161687454,9.1305869362,28.7504150962,3.3553534934
431,25307.2267626431,0.2885360182,1.2425489692,0.2148519228,9.1305554823,5.0001464560,27.0388838527
432,25312.2269090991,0.2672135817,1.2442671708,0.2161520128,9.1305866923,28.9988278602,3.2886739374
433,25341.2257369593,0.3367573932,1.2425780221,0.2148670981,9.1305556387,5.0008071464,27.2801233792
434,25346.2265441058,0.3176553973,1.2442977194,0.2161678163,9.1305869678,28.7503020939,3.2875590247
435,25374.9768461997,0.2713960137,1.2425394574,0.2148471052,9.1305553872,5.0026143875,27.0390403283
436,25379.9794605871,0.2491093695,1.2442598787,0.2161491058,9.1305866326,28.9970224146,3.2895013519
437,25408.9764830018,0.3201172706,1.2425685585,0.2148622045,9.1305556347,5.0002259734,27.2838467115
438,25413.9767089752,0.2999840984,1.2442875622,0.2161626082,9.1305869003,28.7562232472,3.2877405697
439,25442.7329322224,0.2429132530,1.2425273620,0.2148420914,9.1305552823,5.2429279603,27.0398407811
440,25447.9758601827,0.3371910592,1.2443064826,0.2161715966,9.1305869360,28.7508500386,3.5272730681
441,25476.7267102212,0.2980061370,1.2425545546,0.2148547423,9.1305555318,5.0001132965,27.0389818924
442,25481.7268235178,0.2770876825,1.2442730163,0.2161549362,9.1305867535,28.9989838155,3.2883920120
443,25510.7258073333,0.3362415603,1.2425744968,0.2148644804,9.1305555802,5.0007373045,27.2809696692
444,25515.7265446379,0.3176133942,1.2442946964,0.2161655263,9.1305869133,28.7502576326,3.2875045638
445,25544.4768022705,0.2797558194,1.2425443334,0.2148496357,9.1305554395,5.0004994751,27.0390125256
446,25549.4773017456,0.2579638689,1.2442625517,0.2161498400,9.1305866462,28.9991747755,3.2889722119
447,25578.4764765211,0.3204925813,1.2425661907,0.2148604215,9.1305555898,5.0002270086,27.2858821228
448,25583.4767035297,0.3008094613,1.2442856396,0.2161611061,9.1305868626,28.7504315970,3.2877226174
449,25612.2271351267,0.2585746895,1.2425317094,0.2148431175,9.1305553002,5.1267161277,27.0394003187
450,25617.3538512544,0.2871142227,1.2442941625,0.2161697981,9.1305870958,28.8728516688,3.2971143270
451,25646.2267029232,0.2991270521,1.2425528904,0.2148533894,9.1305554966,5.0001129588,27.1607216686
452,25651.2268158820,0.2786572441,1.2442717842,0.2161538501,9.1305867260,28.8870503227,3.2883552871
453,25680.1138662047,0.2904807773,1.2425630422,0.2148626048,9.1305557365,5.1124411805,27.0426560806
454,25685.2263073852,0.3293056792,1.2443029957,0.2161701996,9.1305869622,28.7504496149,3.3983180253
455,25713.9767570001,0.2896861995,1.2425507034,0.2148530857,9.1305555084,5.0001372780,27.0387975104
456,25718.9768942781,0.2682170550,1.2442687384,0.2161530622,9.1305867166,28.9994536303,3.2886407704
457,25747.9763479084,0.3264379993,1.2425689707,0.2148617285,9.1305555876,5.0003081533,27.2854166546
458,25752.9766560617,0.3071472811,1.2442887318,0.2161625731,9.1305868806,28.7502082808,3.2875597987
459,25781.7268643425,0.2691501709,1.2425383339,0.2148466539,9.1305553782,5.0042173624,27.0391942922
460,25786.7310817049,0.2465699380,1.2442605696,0.2161501000,9.1305866573,28.9953906238,3.2897956890
461,25815.7264723287,0.3207353449,1.2425699758,0.2148632467,9.1305556567,5.0002336670,27.2821580055
462,25820.7267059957,0.3004409258,1.2442888110,0.2161635389,9.1305869215,28.7509132860,3.2877262515
463,25849.4776192818,0.2536558260,1.2425310276,0.2148432296,9.1305553055,5.2219603959,27.0393819965
464,25854.6995796777,0.3319494973,1.2443095098,0.2161746827,9.1305870510,28.7771732414,3.4186587090
465,25883.4767529191,0.2904934393,1.2425480733,0.2148508573,9.1305554533,5.0001240396,27.0652535386
466,25888.4768769587,0.2696351670,1.2442666901,0.2161511963,9.1305866710,28.9788569511,3.2886116425
467,25917.4557339098,0.3331549437,1.2425776024,0.2148672768,9.1305556737,5.0206985823,27.0537819477
468,25922.4764324921,0.3243576982,1.2443014259,0.2161695916,9.1305869774,28.7504098270,3.3070267975
469,25951.2268423191,0.2719609250,1.2425375775,0.2148455688,9.1305553496,5.0021378896,27.0391148213
470,25956.2289802087,0.2501551827,1.2442578598,0.2161473951,9.1305865914,28.9974250474,3.2894137708
471,25985.2264052561,0.3241130584,1.2425700419,0.2148627784,9.1305556270,5.0002734183,27.2838659685
472,25990.2266786744,0.3043128526,1.2442893259,0.2161633347,9.1305869069,28.7503122515,3.2876278069
473,26018.9769909258,0.2619140615,1.2425349260,0.2148449820,9.1305553432,5.0206294159,27.0392825861
474,26023.9976203417,0.2366658367,1.2442773061,0.2161643611,9.1305870005,28.9790679278,3.2926535555
475,26052.9766882695,0.3012612317,1.2425550735,0.2148546225,9.1305555210,5.0001181547,27.2668254685
476,26057.9768064241,0.2807331476,1.2442738875,0.2161550206,9.1305867516,28.8662016975,3.2882932665
477,26086.8430081217,0.2802851806,1.2425603049,0.2148618866,9.1305557343,5.1332813939,27.0421809736
478,26091.9762895155,0.3298602399,1.2443036568,0.2161704906,9.1305869655,28.7504666628,3.4190929319
479,26120.7267561784,0.2898509394,1.2425509990,0.2148531568,9.1305555098,5.0001360502,27.0388178506
480,26125.7268922285,0.2683697152,1.2442690185,0.2161531230,9.1305867180,28.9988118368,3.2886359654
481,26154.7257040653,0.3369697169,1.2425789728,0.2148676503,9.1305556501,5.0008384617,27.2797963522
482,26159.7265425270,0.3177719786,1.2442985619,0.2161682972,9.1305869787,28.7505121452,3.2875810310
483,26188.4770546723,0.2601699652,1.2425301870,0.2148415868,9.1305552624,5.0501703300,27.0392154486
484,26193.5272250023,0.2493431960,1.2442805871,0.2161649691,9.1305870110,28.9493337628,3.2936566681
485,26222.4765587650,0.3149399214,1.2425647379,0.2148599900,9.1305556051,5.0001816325,27.2366405188
486,26227.4767403975,0.2947156370,1.2442837116,0.2161604074,9.1305868589,28.7636139860,3.2878889689
487,26256.2403543835,0.2380955868,1.2425341000,0.2148479844,9.1305554258,5.2357503308,27.0403923832
488,26261.4761047143,0.3341106686,1.2443045962,0.2161705766,9.1305869369,28.7506560051,3.5209076025
489,26290.2267607194,0.2889292420,1.2425472849,0.2148505194,9.1305554478,5.0001368321,27.0390227738
490,26295.2268975515,0.2679782042,1.2442658396,0.2161508297,9.1305866635,28.9978976806,3.2886589046
491,26324.2247952321,0.3394130583,1.2425788577,0.2148673306,9.1305556191,5.0016986103,27.2033256472
492,26329.2264938424,0.3210195141,1.2442989731,0.2161682558,9.1305869628,28.7503521978,3.2882583936
493,26357.9768460402,0.2714168724,1.2425377407,0.2148458096,9.1305553559,5.0024382159,27.0391091849
494,26362.9792842561,0.2494692725,1.2442582702,0.2161478472,9.1305866025,28.9971567797,3.2894722409
495,26391.9764410358,0.3224107958,1.2425690650,0.2148623074,9.1305556252,5.0002507315,27.2837762720
496,26396.9766917673,0.3025225639,1.2442882841,0.2161628334,9.1305868996,28.7503769554,3.2876739504
497,26425.7270687228,0.2598567476,1.2425337375,0.2148444058,9.1305553305,5.0920085027,27.0393219179
498,26430.8190772255,0.2700642089,1.2442902614,0.2161692987,9.1305871026,28.9076155678,3.2950819252
499,26459.7266927933,0.3006197604,1.2425550878,0.2148547463,9.1305555256,5.0001169496,27.1954184464
500,26464.7268097430,0.2799931836,1.2442738108,0.2161550904,9.1305867541,28.9975527453,3.2883129741
501,26493.7243624883,0.3396654376,1.2425762641,0.2148653324,9.1305555684,5.0021155730,27.1629551754
502,26498.7264780613,0.3219483303,1.2442969335,0.2161665894,9.1305869184,28.7503486109,3.2886261205
503,26527.4768266721,0.2746065283,1.2425379353,0.2148455642,9.1305553470,5.0011974141,27.0391209080
504,26532.4780240862,0.2531818442,1.2442573968,0.2161466963,9.1305865735,28.9982629681,3.2892073966
505,26561.4762870543,0.3284703502,1.2425721452,0.2148638786,9.1305556262,5.0003532977,27.2840090698
506,26566.4766403520,0.3089499296,1.2442916434,0.2161645410,9.1305869220,28.7502244459,3.2875211186
507,26595.2268647979,0.2691024308,1.2425394136,0.2148474649,9.1305553978,5.0044470381,27.0391530425
508,26600.2313118361,0.2462865266,1.2442617204,0.2161509984,9.1305866788,28.9953210467,3.2898336630
509,26629.2266328828,0.3080849632,1.2425593796,0.2148570183,9.1305555589,5.0001422538,27.2827806756
510,26634.2267751367,0.2877801614,1.2442783467,0.2161574726,9.1305868007,28.7560486881,3.2880904592
511,26662.9828238247,0.2430157888,1.2425294138,0.2148436996,9.1305553210,5.2430638619,27.0399983209
512,26668.2258876867,0.3369369421,1.2443083126,0.2161730801,9.1305869736,28.7508773690,3.5274927730
513,26696.9767650557,0.2880334655,1.2425473539,0.2148507565,9.1305554550,5.0001486710,27.0391716522
514,26701.9769137267,0.2669309260,1.2442657804,0.2161509923,9.1305866682,28.9987382315,3.2886871213
515,26730.9756519582,0.3372721204,1.2425775273,0.2148666691,9.1305556237,5.0008823646,27.2791254159
516,26735.9765343228,0.3183617622,1.2442973892,0.2161674856,9.1305869568,28.7503901823,3.2875987623
517,26764.7269245051,0.2646369761,1.2425325186,0.2148428860,9.1305552908,5.0097050737,27.0392011256
518,26769.7366295788,0.2418208517,1.2442619608,0.2161519365,9.1305867026,28.9898846569,3.2907347289
519,26798.7265142357,0.3181627128,1.2425661336,0.2148607673,9.1305556095,5.0002063075,27.2769467405
520,26803.7267205433,0.2981447838,1.2442852765,0.2161612714,9.1305868726,28.7509949483,3.2877935346
521,26832.4777154916,0.2530629423,1.2425293767,0.2148421843,9.1305552805,5.2252059326,27.0394968599
522,26837.7029214242,0.3333657564,1.2443086465,0.2161739411,9.1305870229,28.7737666318,3.4465490868
523,26866.4766880560,0.3012930063,1.2425568431,0.2148560701,9.1305555558,5.0001196744,27.0616469988
524,26871.4768077304,0.2804423400,1.2442753378,0.2161562649,9.1305867816,28.9984179969,3.2882953009
525,26900.4752257273,0.3387843496,1.2425762388,0.2148654919,9.1305555809,5.0012764975,27.2741995787
526,26905.4765022248,0.3205003789,1.2442965972,0.2161665972,9.1305869257,28.7502991270,3.2878768418
527,26934.2268013518,0.2799633732,1.2425437427,0.2148492097,9.1305554290,5.0004701684,27.0390025824
528,26939.2272715202,0.2583063529,1.2442620583,0.2161494695,9.1305866372,28.9991836093,3.2889615529
529,26968.2264551295,0.3216770281,1.2425665635,0.2148605998,9.1305555879,5.0002396356,27.2857939495
530,26973.2266947651,0.3020940861,1.2442860979,0.2161613310,9.1305868648,28.7502867412,3.2876882040
531,27001.9769815063,0.2622265405,1.2425341422,0.2148444925,9.1305553312,5.0185611530,27.0393293015
532,27006.9955426592,0.2374739394,1.2442740718,0.2161619100,9.1305869418,28.9811244888,3.2922743084
533,27035.9766671480,0.3040762747,1.2425566732,0.2148555911,9.1305555367,5.0001264298,27.2688139107
534,27040.9767935779,0.2836559065,1.2442755662,0.2161560220,9.1305867719,28.7649074205,3.2882095791
535,27069.7417009984,0.2374549354,1.2425374715,0.2148508213,9.1305554944,5.2344413880,27.0406291249
