n,t_n,q_n,k_n,h_n,d_dot_n,T_n,W_n
61,19036.4765709777,0.3139519103,1.2425642882,0.2148599373,9.1305556079,5.0001752227,27.2555590058
62,19041.4767462004,0.2936426549,1.2442831888,0.2161603136,9.1305868587,28.7520991943,3.2879187406
63,19070.2288453947,0.2488292558,1.2425288707,0.2148423819,9.1305552871,5.2459633629,27.0395924937
64,19075.4748087577,0.3407712141,1.2443114671,0.2161749090,9.1305869820,28.7519622027,3.5283406924
65,19104.2267709603,0.2867815605,1.2425454699,0.2148495001,9.1305554266,5.0001630845,27.0401819653
66,19109.2269340448,0.2658341070,1.2442640777,0.2161498600,9.1305866419,28.9981483195,3.2887236895
67,19138.2250823643,0.3390577715,1.2425786484,0.2148672762,9.1305556213,5.0014199782,27.2483420252
68,19143.2265023425,0.3204948731,1.2442986803,0.2161681639,9.1305869631,28.7503631546,3.2880119967
69,19171.9768654971,0.2690244154,1.2425357682,0.2148447164,9.1305553316,5.0039326530,27.0391395232
70,19176.9807981501,0.2469380756,1.2442581172,0.2161481829,9.1305866114,28.9956803043,3.2897511368
71,19205.9764784545,0.3203820699,1.2425674352,0.2148614282,9.1305556147,5.0002273603,27.2825195350
72,19210.9767058148,0.3004661943,1.2442866530,0.2161619660,9.1305868839,28.7504806351,3.2877296357
73,19239.7271864498,0.2577660240,1.2425322447,0.2148436531,9.1305553136,5.1534850777,27.0393677128
74,19244.8806715276,0.3001061461,1.2442989940,0.2161715432,9.1305871133,28.8460419460,3.3000838350
75,19273.7267134736,0.2974899787,1.2425525158,0.2148533282,9.1305554989,5.0001112407,27.1339406468
76,19278.7268247144,0.2768503583,1.2442712586,0.2161537031,9.1305867244,28.9293866763,3.2884046956
77,19307.6562113906,0.3108207605,1.2425697916,0.2148647286,9.1305557354,5.0701436653,27.0443501657
78,19312.7263550559,0.3276602466,1.2443025402,0.2161700648,9.1305869694,28.7504135697,3.3561915209
79,19341.4767686256,0.2872842942,1.2425495819,0.2148525448,9.1305554993,5.0001690074,27.0388512216
80,19346.4769376330,0.2656641822,1.2442675259,0.2161524825,9.1305867046,28.9993151639,3.2887145975
81,19375.4762527969,0.3294511114,1.2425728035,0.2148641455,9.1305556259,5.0003780265,27.2847345460
82,19380.4766308234,0.3099810594,1.2442923347,0.2161648223,9.1305869254,28.7505356479,3.2875016767
83,19409.2271664712,0.2580633878,1.2425294828,0.2148414858,9.1305552611,5.1310190686,27.0393270257
84,19414.3581855398,0.2892233842,1.2442929850,0.2161685835,9.1305870636,28.8684017108,3.2974362967
85,19443.2265872506,0.3125560777,1.2425635786,0.2148595600,9.1305556043,5.0001666251,27.1558437630
86,19448.2267538757,0.2921712415,1.2442824191,0.2161599068,9.1305868517,28.9007373463,3.2879603254
87,19477.1274912220,0.2970867021,1.2425630142,0.2148615810,9.1305556988,5.0988198293,27.0429567415
88,19482.2263110513,0.3291863440,1.2443010297,0.2161686964,9.1305869271,28.7504862360,3.3847162332
89,19510.9767972873,0.2808856621,1.2425410325,0.2148470649,9.1305553761,5.0003602317,27.0390657217
90,19515.9771575190,0.2598563774,1.2442598336,0.2161476095,9.1305865919,28.9991468465,3.2889168128
91,19544.9763043655,0.3279304972,1.2425691023,0.2148617431,9.1305555783,5.0003371215,27.2849690683
92,19549.9766414870,0.3088217075,1.2442890230,0.2161626786,9.1305868780,28.7502389432,3.2875219227
93,19578.7268804301,0.2676003730,1.2425357832,0.2148450944,9.1305553418,5.0055067334,27.0392562159
94,19583.7323871635,0.2451078163,1.2442598276,0.2161499271,9.1305866536,28.9941091356,3.2900236180
95,19612.7264962991,0.3193132588,1.2425676538,0.2148618739,9.1305556307,5.0002177746,27.2810297525
96,19617.7267140738,0.2991873426,1.2442866755,0.2161622931,9.1305868946,28.7506193770,3.2877628070
97,19646.4773334507,0.2559752264,1.2425319061,0.2148437578,9.1305553170,5.1918781026,27.0393772287
98,19651.6692115534,0.3183407439,1.2443050931,0.2161735591,9.1305871018,28.8075197189,3.3128153440
99,19680.4767312723,0.2945141393,1.2425508576,0.2148525808,9.1305554872,5.0001113670,27.0954913678
100,19685.4768426393,0.2737233897,1.2442694853,0.2161529002,9.1305867082,28.9576262751,3.2884929910
101,19714.4344689143,0.3238969537,1.2425743304,0.2148663296,9.1305557139,5.0419262449,27.0472285718
102,19719.4763951592,0.3260593610,1.2443020703,0.2161700087,9.1305869777,28.7504267681,3.3281182572
103,19748.2268219273,0.2755250900,1.2425398830,0.2148469717,9.1305553800,5.0010504219,27.0390637771
104,19753.2278723492,0.2538803828,1.2442589405,0.2161478186,9.1305865999,28.9984542675,3.2891636965
105,19782.2263266167,0.3271967865,1.2425719505,0.2148639424,9.1305556362,5.0003263629,27.2844224134
106,19787.2266529796,0.3075133136,1.2442913062,0.2161645226,9.1305869261,28.7506995478,3.2875515732
107,19815.9773525274,0.2557799605,1.2425288110,0.2148414127,9.1305552606,5.1854965955,27.0393541990
108,19821.1628491229,0.3153796740,1.2443013985,0.2161711839,9.1305870576,28.8137677322,3.3088080570
109,19849.9766168550,0.3097583467,1.2425621492,0.2148589620,9.1305556001,5.0001516348,27.1013527497
110,19854.9767684898,0.2892028255,1.2442808500,0.2161592367,9.1305868406,28.9115639425,3.2880441373
111,19883.8883324323,0.3023072875,1.2425656102,0.2148628561,9.1305557168,5.0879952673,27.0433790529
112,19888.9763276996,0.3286347201,1.2443016397,0.2161693023,9.1305869451,28.7504334280,3.3739487981
113,19917.7267611276,0.2888480391,1.2425493356,0.2148522249,9.1305554890,5.0001435454,27.0388766357
114,19922.7269046730,0.2674961111,1.2442675020,0.2161522901,9.1305866987,28.9993711057,3.2886648236
115,19951.7262757787,0.3288035300,1.2425706996,0.2148627694,9.1305555972,5.0003588851,27.2849607539
116,19956.7266346638,0.3095693063,1.2442904795,0.2161636091,9.1305868978,28.7502202799,3.2875073704
117,19985.4768549437,0.2702359498,1.2425388294,0.2148469312,9.1305553840,5.0033472757,27.0391740660
118,19990.4802022194,0.2478055828,1.2442600657,0.2161495827,9.1305866445,28.9963849933,3.2896390127
119,20019.4765872127,0.3125579890,1.2425619913,0.2148584504,9.1305555775,5.0001652946,27.2836709620
120,20024.4767525073,0.2924364612,1.2442810941,0.2161589636,9.1305868287,28.7523959372,3.2879569650
121,20053.2291484446,0.2481013637,1.2425276623,0.2148416635,9.1305552701,5.2459047444,27.0396155467
122,20058.4750531889,0.3404759229,1.2443102181,0.2161740969,9.1305869655,28.7516433949,3.5285265288
123,20087.2266965838,0.3000727478,1.2425567689,0.2148562264,9.1305555627,5.0001174829,27.0396122313
124,20092.2268140667,0.2790497160,1.2442751057,0.2161563283,9.1305867847,28.9985788961,3.2883325338
125,20121.2253929628,0.3383482521,1.2425768004,0.2148659963,9.1305555973,5.0011197817,27.2763314501
126,20126.2265127445,0.3198283123,1.2442969727,0.2161669929,9.1305869383,28.7502903694,3.2877573851
127,20154.9768031139,0.2795651413,1.2425443196,0.2148496983,9.1305554412,5.0005195051,27.0389968031
128,20159.9773226189,0.2577398718,1.2442625301,0.2161499017,9.1305866478,28.9991644239,3.2889804675
129,20188.9764870428,0.3198748846,1.2425657719,0.2148602339,9.1305555884,5.0002207188,27.2859223838
130,20193.9767077616,0.3001681267,1.2442852049,0.2161609121,9.1305868594,28.7528211887,3.2877402544
131,20222.7295289504,0.2473058019,1.2425245744,0.2148394477,9.1305552170,5.2455973141,27.0396520946
132,20227.9751262644,0.3403533240,1.2443072809,0.2161719059,9.1305869144,28.7516082140,3.5283062984
133,20256.7267344784,0.2939455580,1.2425485975,0.2148510139,9.1305554506,5.0001098803,27.0397913059
134,20261.7268443587,0.2734618890,1.2442675350,0.2161515328,9.1305866758,28.9519116235,3.2885070561
135,20290.6787559822,0.3213039455,1.2425721132,0.2148651377,9.1305556994,5.0476256035,27.0463898542
136,20295.7263815857,0.3266247289,1.2443010808,0.2161692913,9.1305869572,28.7503966932,3.3337726542
137,20324.4767782789,0.2851898719,1.2425472672,0.2148512887,9.1305554722,5.0002103222,27.0389309837
138,20329.4769886011,0.2636538091,1.2442653605,0.2161513379,9.1305866786,28.9990990855,3.2887790012
139,20358.4760876866,0.3329787510,1.2425757776,0.2148660942,9.1305556466,5.0005067444,27.2834080352
140,20363.4765944310,0.3135448930,1.2442952717,0.2161667191,9.1305869581,28.7504193905,3.2874651097
141,20392.2270138215,0.2612187256,1.2425317722,0.2148429251,9.1305552940,5.0216345760,27.0392498117
142,20397.2486483975,0.2362799709,1.2442758985,0.2161636103,9.1305869826,28.9779237853,3.2928258181
143,20426.2265721828,0.3138518370,1.2425643087,0.2148600729,9.1305556116,5.0001747188,27.2652599205
144,20431.2267469016,0.2935108376,1.2442831792,0.2161604301,9.1305868617,28.7526370404,3.2879220587
145,20459.9793839420,0.2475982372,1.2425285470,0.2148424239,9.1305552886,5.2458941245,27.0396436065
146,20465.2252780665,0.3400410618,1.2443107884,0.2161746014,9.1305869817,28.7515025589,3.5288454644
147,20493.9767806254,0.2846654466,1.2425436571,0.2148485346,9.1305554065,5.0002059333,27.0397597847
148,20498.9769865587,0.2637185293,1.2442623325,0.2161489552,9.1305866217,28.9986430683,3.2887894083
149,20527.9756296270,0.3373911209,1.2425771253,0.2148664709,9.1305556178,5.0009018930,27.2787580171
150,20532.9765315200,0.3185590482,1.2442970592,0.2161673312,9.1305869522,28.7502862463,3.2876088196
151,20561.7268177663,0.2763714071,1.2425426105,0.2148489334,9.1305554264,5.0009638800,27.0390360160
152,20566.7277816464,0.2543495103,1.2442611842,0.2161494556,9.1305866388,28.9984693137,3.2891313120
153,20595.7262509600,0.3295033573,1.2425758512,0.2148665222,9.1305556829,5.0003842456,27.2839472530
154,20600.7266352056,0.3095150945,1.2442948619,0.2161668662,9.1305869757,28.7552374642,3.2875141581
155,20629.4818726698,0.2439691359,1.2425253296,0.2148404776,9.1305552430,5.2438698071,27.0396615529
156,20634.7257424770,0.3381068821,1.2443057893,0.2161710401,9.1305869146,28.7509548243,3.5278659079
157,20663.4766973012,0.2999657382,1.2425548510,0.2148548082,9.1305555287,5.0001157559,27.0390269403
158,20668.4768130572,0.2792663606,1.2442735091,0.2161551143,9.1305867555,28.7693218024,3.2883327835
159,20697.2461348596,0.2355735294,1.2425438088,0.2148559590,9.1305556187,5.2300663541,27.0409067803
160,20702.4762012137,0.3321879595,1.2443066864,0.2161725712,9.1305869989,28.7505523154,3.5155560389
161,20731.2267535290,0.2903779477,1.2425522173,0.2148540879,9.1305555314,5.0001339343,27.0388336852
162,20736.2268874633,0.2687402921,1.2442700746,0.2161539477,9.1305867374,28.9990363967,3.2886216079
163,20765.2259238600,0.3351707286,1.2425779056,0.2148671595,9.1305556542,5.0006443968,27.2820366902
164,20770.2265682568,0.3157883665,1.2442973867,0.2161677574,9.1305869742,28.7502758773,3.2874904983
165,20798.9768441341,0.2716951991,1.2425410935,0.2148482038,9.1305554134,5.0025922471,27.0390599996
166,20803.9794363812,0.2491588404,1.2442612379,0.2161500247,9.1305866545,28.9971844508,3.2894927181
167,20832.9766208320,0.3093524293,1.2425598624,0.2148570521,9.1305555554,5.0001478213,27.2845561759
168,20837.9767686534,0.2891661608,1.2442789338,0.2161575659,9.1305868008,28.7551924577,3.2880518404
169,20866.7319611111,0.2438765945,1.2425284122,0.2148426684,9.1305552959,5.2438485838,27.0399449257
170,20871.9758096949,0.3376181809,1.2443083283,0.2161728628,9.1305869625,28.7509118200,3.5280389963
171,20900.7267215149,0.2961824934,1.2425542104,0.2148546458,9.1305555335,5.0001128765,27.0390578532
172,20905.7268343914,0.2750686277,1.2442724991,0.2161547416,9.1305867509,28.9990955176,3.2884469265
173,20934.7259299090,0.3351031412,1.2425746801,0.2148646684,9.1305555947,5.0006325844,27.2821426764
174,20939.7265624934,0.3162478938,1.2442946942,0.2161656081,9.1305869210,28.7502666391,3.2874687385
175,20968.4768291325,0.2741543229,1.2425404483,0.2148473835,9.1305553913,5.0014466121,27.0390971024
176,20973.4782757445,0.2522024918,1.2442597009,0.2161484288,9.1305866152,28.9982858319,3.2892586621
177,21002.4765615764,0.3147144409,1.2425621140,0.2148580626,9.1305555595,5.0001777761,27.2854313717
178,21007.4767393525,0.2949029398,1.2442815018,0.2161587448,9.1305868189,28.7510351476,3.2878898682
179,21036.2277745001,0.2527305140,1.2425284882,0.2148414612,9.1305552633,5.2267729027,27.0395803723
180,21041.4545474028,0.3340459839,1.2443081636,0.2161733791,9.1305870043,28.7721042449,3.4600717992
181,21070.2266516478,0.3059709551,1.2425605106,0.2148580909,9.1305555914,5.0001352796,27.0598321801
182,21075.2267869273,0.2851694093,1.2442790059,0.2161582587,9.1305868232,28.9786955490,3.2881577796
183,21104.2054824764,0.3330489027,1.2425755807,0.2148657454,9.1305556376,5.0209428190,27.0542496016
184,21109.2264252953,0.3247016139,1.2442997774,0.2161682863,9.1305869443,28.7503990045,3.3072517437
185,21137.9768242999,0.2750590058,1.2425385494,0.2148458874,9.1305553543,5.0011052663,27.0390978728
186,21142.9779295661,0.2536052068,1.2442578655,0.2161469100,9.1305865784,28.9983997069,3.2891825483
187,21171.9763292730,0.3271044490,1.2425710100,0.2148631359,9.1305556173,5.0003231424,27.2843766404
188,21176.9766524153,0.3075784641,1.2442905247,0.2161638188,9.1305869091,28.7503335236,3.2875499707
189,21205.7269859390,0.2620760411,1.2425332933,0.2148437963,9.1305553145,5.0185521382,27.0392384301
190,21210.7455380771,0.2374750592,1.2442733610,0.2161613004,9.1305869272,28.9810464695,3.2922696911
191,21239.7265845466,0.3127948584,1.2425640172,0.2148598330,9.1305556099,5.0001683034,27.2684093012
192,21244.7267528501,0.2923716407,1.2442828168,0.2161601525,9.1305868572,28.7684674056,3.2879538463
193,21273.4952202557,0.2359356685,1.2425401319,0.2148530172,9.1305555477,5.2309531290,27.0407323912
194,21278.7261733847,0.3327982900,1.2443045731,0.2161708074,9.1305869524,28.7505584453,3.5163507551
195,21307.4767318300,0.2944189475,1.2425534117,0.2148543902,9.1305555310,5.0001145195,27.0387927732
196,21312.4768463495,0.2731739656,1.2442715929,0.2161544283,9.1305867452,28.9975431758,3.2884995317
197,21341.4743895253,0.3396589848,1.2425800606,0.2148681624,9.1305556367,5.0020993529,27.1635702804
198,21346.4764888782,0.3213191477,1.2443001078,0.2161690225,9.1305869796,28.7504787486,3.2886363391
199,21375.2269676267,0.2627204663,1.2425307077,0.2148416931,9.1305552633,5.0142593112,27.0391768632
200,21380.2412269379,0.2393438569,1.2442659319,0.2161552886,9.1305867833,28.9853936175,3.2915072073
201,21409.2266205555,0.3093790344,1.2425580092,0.2148558118,9.1305555254,5.0001465353,27.2729592869
202,21414.2267670908,0.2894924108,1.2442773790,0.2161565144,9.1305867752,28.7531754812,3.2880475800
203,21442.9799425720,0.2465589098,1.2425264842,0.2148409875,9.1305552544,5.2454814319,27.0398274396
204,21448.2254240039,0.3396271403,1.2443085656,0.2161729544,9.1305869464,28.7512599535,3.5287014745
205,21476.9766839574,0.3018621769,1.2425577109,0.2148566889,9.1305555693,5.0001215805,27.0392050693
206,21481.9768055378,0.2809349700,1.2442761241,0.2161568285,9.1305867945,28.9070908170,3.2882793432
207,21510.8838963548,0.3001784289,1.2425678090,0.2148647661,9.1305557683,5.0924394942,27.0432306164
208,21515.9763358491,0.3283554118,1.2443041307,0.2161711521,9.1305869910,28.7504846106,3.3784135683
209,21544.7268204596,0.2758186274,1.2425400292,0.2148469491,9.1305553791,5.0009876382,27.0390704040
210,21549.7278080978,0.2542067592,1.2442590401,0.2161477550,9.1305865983,28.9984808125,3.2891467329
211,21578.7262889103,0.3284148064,1.2425729483,0.2148644367,9.1305556400,5.0003531763,27.2842119657
212,21583.7266420866,0.3087581280,1.2442923105,0.2161650130,9.1305869339,28.7502887343,3.2875255763
213,21612.4769308209,0.2643155525,1.2425359382,0.2148454612,9.1305553531,5.0119891147,27.0392280482
214,21617.4889199355,0.2405053898,1.2442675564,0.2161563285,9.1305868078,28.9877316842,3.2911238092
215,21646.4766516197,0.3059721188,1.2425583205,0.2148564687,9.1305555523,5.0001335996,27.2753349450
216,21651.4767852193,0.2855518531,1.2442771942,0.2161568766,9.1305867897,28.8881815328,3.2881538387
217,21680.3649667521,0.2910153496,1.2425622330,0.2148618452,9.1305557173,5.1113366398,27.0426301524
218,21685.4763033919,0.3294315264,1.2443021676,0.2161694901,9.1305869444,28.7504544964,3.3972021590
219,21714.2267578883,0.2895065455,1.2425497373,0.2148523423,9.1305554908,5.0001367184,27.0388872536
220,21719.2268946067,0.2681921342,1.2442679264,0.2161524176,9.1305867013,28.9987896917,3.2886448076
221,21748.2256842985,0.3370886677,1.2425782350,0.2148671880,9.1305556379,5.0008547293,27.2795583967
222,21753.2265390277,0.3180257853,1.2442979537,0.2161679156,9.1305869685,28.7502808375,3.2875864641
223,21781.9768198652,0.2759424789,1.2425435035,0.2148494804,9.1305554400,5.0010892457,27.0390050056
224,21786.9779091109,0.2537054683,1.2442620207,0.2161499912,9.1305866519,28.9986717766,3.2891621138
225,21815.9765808875,0.3131111764,1.2425618894,0.2148581155,9.1305555673,5.0001681214,27.2858433635
226,21820.9767490089,0.2931091897,1.2442811048,0.2161586978,9.1305868211,28.7571643526,3.2879392505
227,21849.7339133615,0.2420674258,1.2425279329,0.2148426799,9.1305552967,5.2420041961,27.0400254172
228,21854.9759175576,0.3366362991,1.2443059864,0.2161713188,9.1305869341,28.7507724553,3.5265306713
229,21883.7266900129,0.3010180318,1.2425573235,0.2148564181,9.1305555649,5.0001194918,27.0388078758
230,21888.7268095048,0.2800480186,1.2442757027,0.2161565417,9.1305867886,28.9989225580,3.2883044278
231,21917.7257320628,0.3367874606,1.2425749399,0.2148647278,9.1305555813,5.0008045222,27.2802408384
232,21922.7265365851,0.3181986832,1.2442951534,0.2161657760,9.1305869167,28.7503130633,3.2875393135
233,21951.4768496483,0.2709166351,1.2425362470,0.2148447978,9.1305553320,5.0025885981,27.0391708387
234,21956.4794382464,0.2491512694,1.2442571527,0.2161471021,9.1305865848,28.9969240355,3.2895050111
235,21985.4763622820,0.3258985862,1.2425713238,0.2148635863,9.1305556358,5.0003021529,27.2831186506
236,21990.4766644349,0.3061348051,1.2442906188,0.2161641371,9.1305869209,28.7511088505,3.2875830249
237,22019.2277732853,0.2527358580,1.2425271099,0.2148405091,9.1305552403,5.2244116285,27.0394095765
238,22024.4521849138,0.3330538106,1.2443065615,0.2161724116,9.1305869887,28.7744743833,3.4391667556
239,22053.2266592971,0.3050529615,1.2425583939,0.2148567452,9.1305555617,5.0001306915,27.0622442876
240,22058.2267899887,0.2844745614,1.2442771203,0.2161570646,9.1305867957,28.9751053321,3.2881824605
241,22087.2018953208,0.3315416845,1.2425740649,0.2148649758,9.1305556307,5.0245197731,27.0522335951
242,22092.2264150939,0.3251759544,1.2442990800,0.2161678498,9.1305869312,28.7504139147,3.3107943385
243,22120.9768290086,0.2741730225,1.2425367036,0.2148447969,9.1305553289,5.0012647520,27.0391557861
244,22125.9780937606,0.2528900187,1.2442563916,0.2161460852,9.1305865590,28.9982392426,3.2892273541
245,22154.9763330032,0.3269738712,1.2425700053,0.2148625970,9.1305556051,5.0003194689,27.2842779664
246,22159.9766524720,0.3075710992,1.2442896463,0.2161633603,9.1305868981,28.7502279996,3.2875500311
247,22188.7268804716,0.2675984370,1.2425374225,0.2148463266,9.1305553716,5.0058720913,27.0392120340
248,22193.7327525629,0.2447551973,1.2442616100,0.2161513178,9.1305866869,28.9938965747,3.2900833913
249,22222.7266491376,0.3062613641,1.2425571569,0.2148557694,9.1305555346,5.0001338247,27.2814490384
250,22227.7267829623,0.2860561294,1.2442762420,0.2161563087,9.1305867754,28.9408219182,3.2881430720
251,22256.6676048805,0.3161596177,1.2425678677,0.2148627035,9.1305556653,5.0587504193,27.0451928681
252,22261.7263552997,0.3276483948,1.2442992022,0.2161677625,9.1305869146,28.7504480804,3.3448102262
253,22290.4768033801,0.2794998296,1.2425394449,0.2148462991,9.1305553593,5.0004501655,27.0390939017
254,22295.4772535455,0.2585184938,1.2442584095,0.2161469674,9.1305865773,28.9988959962,3.2889672081
255,22324.4761495417,0.3318520332,1.2425724864,0.2148639771,9.1305556043,5.0004534343,27.2837021524
256,22329.4766029760,0.3127556562,1.2442923470,0.2161648442,9.1305869163,28.7502199801,3.2874592292
257,22358.2268229560,0.2753249891,1.2425423564,0.2148491341,9.1305554323,5.0012111576,27.0390670468
258,22363.2280341137,0.2531426552,1.2442610833,0.2161497989,9.1305866475,28.9984192833,3.2891956299
259,22392.2264533970,0.3217715510,1.2425693414,0.2148629297,9.1305556436,5.0002441080,27.2850427278
260,22397.2266975050,0.3017012332,1.2442883881,0.2161633483,9.1305869139,28.7548096319,3.2876943385
261,22425.9815071370,0.2443809720,1.2425260734,0.2148412324,9.1305552611,5.2442165997,27.0397330412
262,22431.2257237367,0.3382309893,1.2443067441,0.2161719957,9.1305869363,28.7509738335,3.5281597500
263,22459.9766975702,0.2999270648,1.2425555135,0.2148555323,9.1305555463,5.0001163689,27.0389748503
264,22464.9768139391,0.2790761881,1.2442740229,0.2161557433,9.1305867707,28.9988095247,3.2883352659
265,22493.9756234638,0.3374212167,1.2425748348,0.2148648947,9.1305555795,5.0009024283,27.2790510707
266,22498.9765258921,0.3189475572,1.2442951292,0.2161659844,9.1305869183,28.7502724084,3.2875960350
267,22527.7267983005,0.2806583840,1.2425443746,0.2148498548,9.1305554437,5.0004214111,27.0389990897
