n,t_n,q_n,k_n,h_n,d_dot_n,T_n,W_n
536,27586.7264644059,0.3234903775,1.2267224675,0.2113640388,9.1304700975,20.7490443431,13.5300214439
537,27607.4755087490,0.3397603102,1.2263444380,0.2110769160,9.1304628524,15.0011691694,19.0314992038
538,27622.4766779183,0.3052318011,1.2267115239,0.2113583952,9.1304700272,20.7497975061,13.2890568450
539,27643.2264754244,0.3225335407,1.2263341666,0.2110716096,9.1304628410,15.0003106757,19.0369141309
540,27658.2267861001,0.2862187263,1.2267000036,0.2113524390,9.1304699170,20.7498964010,13.2888700094
541,27678.9766825010,0.3042332197,1.2263231891,0.2110659349,9.1304627683,15.0002546202,19.0380690887
542,27693.9769371212,0.2664665188,1.2266879856,0.2113462301,9.1304697826,20.7498516846,13.2893058479
543,27714.7267888059,0.2851794335,1.2263116349,0.2110599476,9.1304626562,15.0059960581,19.0387130334
544,27729.7327848639,0.2454880151,1.2266822409,0.2113450405,9.1304697632,20.7441679303,13.2904964234
545,27750.4769527943,0.2653866952,1.2262995974,0.2110537189,9.1304625206,15.2484676363,19.0334995364
546,27765.7254204306,0.3403859318,1.2267325409,0.2113692314,9.1304701065,20.5083392701,13.5314022894
547,27786.2337597007,0.2442571898,1.2262950100,0.2110534328,9.1304625234,15.2427094937,18.7920966720
548,27801.4764691944,0.3232276363,1.2267223109,0.2113639581,9.1304700969,20.7490939866,13.5296254564
549,27822.2255631810,0.3395321374,1.2263442997,0.2110768439,9.1304628527,15.0011168110,19.0317844296
550,27837.2266799920,0.3049575948,1.2267113587,0.2113583100,9.1304700258,20.7498000365,13.2890156635
551,27857.9764800285,0.3222700080,1.2263340093,0.2110715284,9.1304628404,15.0003073377,19.0369387988
552,27872.9767873663,0.2859333667,1.2266998298,0.2113523490,9.1304699151,20.7498971610,13.2888755442
553,27893.7266845273,0.3039585768,1.2263230235,0.2110658493,9.1304627669,15.0002589269,19.0380815068
554,27908.7269434542,0.2661707418,1.2266878093,0.2113461401,9.1304697806,20.7498466081,13.2893130696
555,27929.4767900623,0.2848942953,1.2263114613,0.2110598576,9.1304626544,15.0063781631,19.0387168273
556,27944.4831682254,0.2451379060,1.2266825235,0.2113453116,9.1304697701,20.7437917847,13.2905536972
557,27965.2269600101,0.2650904900,1.2262994217,0.2110536292,9.1304625186,15.2485242850,19.0331251245
558,27980.4754842951,0.3401631662,1.2267324052,0.2113691606,9.1304701068,20.5087248210,13.5316402456
559,28000.9842091161,0.2438962148,1.2262953757,0.2110537694,9.1304625319,15.2422647858,18.7920882899
560,28016.2264739019,0.3229648288,1.2267221541,0.2113638774,9.1304700962,20.7491384032,13.5292009700
561,28036.9756123051,0.3393010406,1.2263441600,0.2110767711,9.1304628531,15.0010697423,19.0320470255
562,28051.9766820474,0.3046830589,1.2267111932,0.2113582245,9.1304700244,20.7498025076,13.2889797234
563,28072.7264845550,0.3220065288,1.2263338521,0.2110714472,9.1304628397,15.0003040730,19.0369630438
564,28087.7267886280,0.2856481354,1.2266996560,0.2113522590,9.1304699133,20.7498979088,13.2888811192
565,28108.4766865368,0.3036834831,1.2263228576,0.2110657634,9.1304627655,15.0002636077,19.0380938704
566,28123.4769501444,0.2658744571,1.2266876330,0.2113460501,9.1304697785,20.7498411773,13.2893203490
567,28144.2267913217,0.2846078319,1.2263112865,0.2110597669,9.1304626525,15.0067875154,19.0387202964
568,28159.2335788371,0.2447824266,1.2266828395,0.2113456092,9.1304697776,20.7433888174,13.2906148061
569,28179.9769676545,0.2647932596,1.2262992456,0.2110535394,9.1304625165,15.2485737177,19.0327235063
570,28195.2255413722,0.3399361523,1.2267322673,0.2113690888,9.1304701071,20.5091482889,13.5318606441
571,28215.7346896611,0.2435298280,1.2262957807,0.2110541372,9.1304625412,15.2417888794,18.7920901537
572,28230.9764785405,0.3227013994,1.2267219969,0.2113637964,9.1304700955,20.7491784436,13.5287450186
573,28251.7256569841,0.3390672729,1.2263440189,0.2110766978,9.1304628534,15.0010271019,19.0322898660
574,28266.7266840860,0.3044080075,1.2267110273,0.2113581388,9.1304700230,20.7498049335,13.2889481771
575,28287.4764890194,0.3217422961,1.2263336942,0.2110713657,9.1304628389,15.0003008703,19.0369869625
576,28302.4767898898,0.2853620982,1.2266994817,0.2113521687,9.1304699114,20.7498986419,13.2888867533
577,28323.2266885317,0.3034076613,1.2263226911,0.2110656772,9.1304627641,15.0002686913,19.0381061877
578,28338.2269572230,0.2655773681,1.2266874564,0.2113459600,9.1304697765,20.7498353572,13.2893276958
579,28358.9767925802,0.2843210633,1.2263111115,0.2110596761,9.1304626506,15.0072247585,19.0387233378
580,28373.9840173387,0.2444224003,1.2266831908,0.2113459346,9.1304697857,20.7429584048,13.2906798329
581,28394.7269757435,0.2644954967,1.2262990697,0.2110534498,9.1304625145,15.2486169936,19.0322940372
582,28409.9755927372,0.3397058421,1.2267321278,0.2113690164,9.1304701075,20.5096114120,13.5320649661
583,28430.4852041492,0.2431572708,1.2262962283,0.2110545387,9.1304625513,15.2412789667,18.7921015545
584,28445.7264831158,0.3224371222,1.2267218391,0.2113637151,9.1304700949,20.7492148324,13.5282548221
585,28466.4756979482,0.3388306958,1.2263438763,0.2110766237,9.1304628537,15.0009881631,19.0325156346
586,28481.4766861113,0.3041319988,1.2267108607,0.2113580527,9.1304700216,20.7498073138,13.2889203149
587,28502.2264934251,0.3214772117,1.2263335358,0.2110712838,9.1304628382,15.0002977274,19.0370105715
588,28517.2267911525,0.2850751599,1.2266993066,0.2113520781,9.1304699096,20.7498993586,13.2888924489
589,28537.9766905111,0.3031312709,1.2263225242,0.2110655908,9.1304627626,15.0002741992,19.0381184275
590,28552.9769647103,0.2652797189,1.2266872800,0.2113458702,9.1304697745,20.7498291272,13.2893351010
591,28573.7267938375,0.2840341447,1.2263109366,0.2110595853,9.1304626488,15.0076915875,19.0387259269
592,28588.7344854249,0.2440577112,1.2266835798,0.2113462899,9.1304697947,20.7424988597,13.2907490404
593,28609.4769842846,0.2641979535,1.2262988945,0.2110533608,9.1304625125,15.2486549146,19.0318349872
594,28624.7256391992,0.3394732733,1.2267319876,0.2113689436,9.1304701078,20.5101123889,13.5322543673
595,28645.2357515881,0.2427804986,1.2262967192,0.2110549741,9.1304625622,15.2407360124,18.7921215161
596,28660.4764876005,0.3221737124,1.2267216821,0.2113636342,9.1304700942,20.7492477646,13.5277312158
597,28681.2257353651,0.3385938132,1.2263437342,0.2110765500,9.1304628540,15.0009527405,19.0327242413
598,28696.2266881056,0.3038575151,1.2267106955,0.2113579674,9.1304700202,20.7498096330,13.2888958383
599,28716.9764977386,0.3212134134,1.2263333785,0.2110712026,9.1304628375,15.0002946675,19.0370336891
600,28731.9767924061,0.2847897280,1.2266991329,0.2113519882,9.1304699077,20.7499000577,13.2888981347
601,28752.7266924638,0.3028559257,1.2263223582,0.2110655049,9.1304627612,15.0002801233,19.0381305569
602,28767.7269725870,0.2649832140,1.2266871049,0.2113457812,9.1304697725,20.7498225034,13.2893425193
603,28788.4767950904,0.2837479297,1.2263107621,0.2110594949,9.1304626469,15.0081885706,19.0387280713
604,28803.4849836611,0.2436890920,1.2266840080,0.2113466758,9.1304698044,20.7420096486,13.2908225267
605,28824.2269933097,0.2639004999,1.2262987199,0.2110532721,9.1304625105,15.2486882171,19.0313458205
606,28839.4756815267,0.3392387299,1.2267318464,0.2113688705,9.1304701081,20.5106550346,13.5324303879
607,28859.9863365613,0.2423975328,1.2262972580,0.2110554474,9.1304625741,15.2401554548,18.7921498532
608,28875.2264920161,0.3219100399,1.2267215248,0.2113635532,9.1304700934,20.7492779725,13.5271697420
609,28895.9757699886,0.3383549843,1.2263435910,0.2110764758,9.1304628543,15.0009200955,19.0329191335
610,28910.9766900842,0.3035824891,1.2267105297,0.2113578818,9.1304700188,20.7498119043,13.2888741088
611,28931.7265019885,0.3209493022,1.2263332208,0.2110711212,9.1304628367,15.0002916708,19.0370564662
612,28946.7267936593,0.2845039308,1.2266989587,0.2113518981,9.1304699058,20.7499007376,13.2889038737
613,28967.4766943968,0.3025806771,1.2263221922,0.2110654189,9.1304627598,15.0002865099,19.0381425790
614,28982.4769809068,0.2646867361,1.2266869302,0.2113456926,9.1304697704,20.7498154352,13.2893499893
615,29003.2267963419,0.2834618765,1.2263105878,0.2110594044,9.1304626450,15.0087188313,19.0387297265
616,29018.2355151732,0.2433153793,1.2266844789,0.2113470954,9.1304698149,20.7414876526,13.2909007788
617,29038.9770028258,0.2636038329,1.2262985465,0.2110531842,9.1304625085,15.2487174035,19.0308233599
618,29054.2257202293,0.3390030599,1.2267317049,0.2113687973,9.1304701084,20.5112401977,13.5325939160
619,29074.7369604270,0.2420087150,1.2262978471,0.2110559602,9.1304625869,15.2395359270,18.7921862277
620,29089.9764963540,0.3216467456,1.2267213678,0.2113634723,9.1304700927,20.7493057456,13.5265689987
621,29110.7258020997,0.3381148828,1.2263434471,0.2110764012,9.1304628546,15.0008899441,19.0331013229
622,29125.7266920438,0.3033074061,1.2267103637,0.2113577961,9.1304700174,20.7498141335,13.2888548215
623,29146.4765061773,0.3206848201,1.2263330628,0.2110710396,9.1304628360,15.0002887352,19.0370789344
624,29161.4767949125,0.2842177773,1.2266987842,0.2113518077,9.1304699040,20.7499014044,13.2889096539
625,29182.2266963168,0.3023046327,1.2263220254,0.2110653326,9.1304627583,15.0002934052,19.0381545752
626,29197.2269897220,0.2643894714,1.2266867555,0.2113456039,9.1304697684,20.7498078751,13.2893575408
627,29217.9767975971,0.2831749488,1.2263104127,0.2110593135,9.1304626431,15.0092867174,19.0387308824
628,29232.9860843145,0.2429348241,1.2266849972,0.2113475525,9.1304698263,20.7409286092,13.2909844763
629,29253.7270129238,0.2633061531,1.2262983728,0.2110530964,9.1304625065,15.2487430965,19.0302633334
630,29268.9757560203,0.3387650457,1.2267315621,0.2113687233,9.1304701087,20.5118725414,13.5327470189
631,29289.4876285617,0.2416119812,1.2262984925,0.2110565177,9.1304626009,15.2388720719,18.7922305563
632,29304.7265006336,0.3213827710,1.2267212102,0.2113633911,9.1304700920,20.7493313992,13.5259237094
633,29325.4758320328,0.3378733794,1.2263433025,0.2110763263,9.1304628548,15.0008619539,19.0332722502
634,29340.4766939867,0.3030319969,1.2267101975,0.2113577102,9.1304700159,20.7498163231,13.2888376538
635,29361.2265103098,0.3204197481,1.2263329043,0.2110709577,9.1304628352,15.0002858574,19.0371011242
636,29376.2267961673,0.2839310472,1.2266986093,0.2113517171,9.1304699021,20.7499020532,13.2889154767
637,29396.9766982204,0.3020282876,1.2263218585,0.2110652461,9.1304627568,15.0003008321,19.0381664899
638,29411.9769990525,0.2640918567,1.2266865810,0.2113455156,9.1304697664,20.7497998037,13.2893651662
639,29432.7267988562,0.2828872476,1.2263102369,0.2110592223,9.1304626412,15.0098950315,19.0387315270
640,29447.7366938877,0.2425469676,1.2266855667,0.2113480501,9.1304698388,20.7403297780,13.2910740617
641,29468.4770236657,0.2630068697,1.2262981986,0.2110530084,9.1304625045,15.2487656607,19.0296629962
642,29483.7257893264,0.3385243924,1.2267314176,0.2113686486,9.1304701090,20.5125578105,13.5328907972
643,29504.2383471369,0.2412051849,1.2262992015,0.2110571257,9.1304626161,15.2381577336,18.7922831891
644,29519.4765048706,0.3211172067,1.2267210513,0.2113633092,9.1304700912,20.7493552702,13.5252277927
645,29540.2258601407,0.3376296387,1.2263431566,0.2110762507,9.1304628551,15.0008357799,19.0334335962
646,29555.2266959206,0.3027551753,1.2267100303,0.2113576238,9.1304700145,20.7498184664,13.2888223119
647,29575.9765143870,0.3201541144,1.2263327455,0.2110708757,9.1304628344,15.0002830371,19.0371230098
648,29590.9767974242,0.2836437429,1.2266984340,0.2113516264,9.1304699002,20.7499026896,13.2889213444
649,29611.7267001138,0.3017507742,1.2263216907,0.2110651592,9.1304627554,15.0003088475,19.0381784040
650,29626.7270089613,0.2637930290,1.2266864064,0.2113454274,9.1304697644,20.7497911576,13.2893728793
651,29647.4768001189,0.2825990008,1.2263100609,0.2110591310,9.1304626393,15.0105464077,19.0387315649
652,29662.4873465265,0.2421515368,1.2266861913,0.2113485914,9.1304698523,20.7396885155,13.2911699631
653,29683.2270350420,0.2627074323,1.2262980252,0.2110529210,9.1304625025,15.2487852459,19.0290196115
654,29698.4758202880,0.3382824555,1.2267312727,0.2113685737,9.1304701093,20.5132948267,13.5330252660
655,29718.9891151146,0.2407903582,1.2262999747,0.2110577843,9.1304626326,15.2373939235,18.7923438337
656,29734.2265090382,0.3208518114,1.2267208928,0.2113632276,9.1304700905,20.7493774562,13.5244821361
657,29754.9758864943,0.3373848913,1.2263430102,0.2110761750,9.1304628553,15.0008113426,19.0335855084
658,29769.9766978369,0.3024782020,1.2267098631,0.2113575374,9.1304700130,20.7498205745,13.2888086527
659,29790.7265184114,0.3198878419,1.2263325863,0.2110707935,9.1304628336,15.0002802728,19.0371446333
660,29805.7267986842,0.2833557666,1.2266982583,0.2113515354,9.1304698983,20.7499033058,13.2889272590
661,29826.4767019900,0.3014731239,1.2263215229,0.2110650724,9.1304627539,15.0003174646,19.0381902255
662,29841.4770194546,0.2634939506,1.2266862323,0.2113453396,9.1304697624,20.7497819316,13.2893806719
663,29862.2268013862,0.2823101090,1.2263098845,0.2110590394,9.1304626374,15.0112444634,19.0387310108
664,29877.2380458496,0.2417477457,1.2266868755,0.2113491798,9.1304698670,20.7390012623,13.2912727723
665,29897.9770471119,0.2624073936,1.2262978522,0.2110528340,9.1304625005,15.2488021095,19.0283296040
666,29913.2258492214,0.3380389982,1.2267311270,0.2113684984,9.1304701095,20.5140900268,13.5331513251
667,29933.7399392482,0.2403652262,1.2263008199,0.2110585000,9.1304626505,15.2365739045,18.7924130326
668,29948.9765131526,0.3205856511,1.2267207338,0.2113631456,9.1304700897,20.7493981361,13.5236800777
669,29969.7259112887,0.3371391074,1.2263428634,0.2110760991,9.1304628555,15.0007884479,19.0337288888
670,29984.7266997366,0.3022009639,1.2267096957,0.2113574510,9.1304700116,20.7498226437,13.2887964903
671,30005.4765223804,0.3196211848,1.2263324268,0.2110707111,9.1304628328,15.0002775667,19.0371659713
672,30020.4767999470,0.2830673725,1.2266980823,0.2113514443,9.1304698964,20.7499039029,13.2889332064
673,30041.2267038499,0.3011952542,1.2263213550,0.2110649855,9.1304627524,15.0003267156,19.0382019636
674,30056.2270305655,0.2631947446,1.2266860589,0.2113452524,9.1304697605,20.7497720892,13.2893885301
675,30076.9768026546,0.2820215519,1.2263097084,0.2110589481,9.1304626354,15.0119901506,19.0387297818
676,30091.9887928053,0.2413363721,1.2266876216,0.2113498170,9.1304698829,20.7382670673,13.2913827011
677,30112.7270598726,0.2621078723,1.2262976804,0.2110527480,9.1304624985,15.2488163794,19.0275919861
678,30127.9758762520,0.3377950406,1.2267309812,0.2113684232,9.1304701098,20.5149454932,13.5332691368
679,30148.4908217452,0.2399300634,1.2263017407,0.2110592754,9.1304626699,15.2356954596,18.7924909590
680,30163.7265172047,0.3203194171,1.2267205747,0.2113630636,9.1304700889,20.7494174993,13.5228193530
681,30184.4759347040,0.3368920964,1.2263427159,0.2110760228,9.1304628557,15.0007669180,19.0338646337
682,30199.4767016220,0.3019231576,1.2267095279,0.2113573643,9.1304700101,20.7498246671,13.2887856710
683,30220.2265262891,0.3193545604,1.2263322675,0.2110706288,9.1304628319,15.0002749219,19.0371869967
684,30235.2268012110,0.2827790759,1.2266979065,0.2113513533,9.1304698945,20.7499044811,13.2889391828
685,30255.9767056921,0.3009174131,1.2263211872,0.2110648986,9.1304627509,15.0003366387,19.0382136216
686,30270.9770423308,0.2628954762,1.2266858862,0.2113451657,9.1304697585,20.7497615966,13.2893964729
687,30291.7268039273,0.2817328007,1.2263095322,0.2110588567,9.1304626335,15.0127886181,19.0387278649
688,30306.7395925454,0.2409158714,1.2266884358,0.2113505080,9.1304699002,20.7374808508,13.2915005965
689,30327.4770733962,0.2618081962,1.2262975095,0.2110526625,9.1304624966,15.2488282436,19.0268016385
690,30342.7259016397,0.3375501573,1.2267308351,0.2113683479,9.1304701100,20.5158615319,13.5333795258
691,30363.2417631716,0.2394858174,1.2263027392,0.2110601120,9.1304626908,15.2347580083,18.7925774053
692,30378.4765211799,0.3200541938,1.2267204164,0.2113629822,9.1304700881,20.7494355431,13.5218993228
693,30399.2259567231,0.3366456240,1.2263425691,0.2110759470,9.1304628559,15.0007467574,19.0339924981
694,30414.2267034804,0.3016466924,1.2267093611,0.2113572782,9.1304700086,20.7498266535,13.2887761055
695,30434.9765301339,0.3190883396,1.2263321084,0.2110705467,9.1304628311,15.0002723412,19.0372077105
696,30449.9768024751,0.2824912653,1.2266977309,0.2113512624,9.1304698926,20.7499050401,13.2889451708
697,30470.7267075152,0.3006398359,1.2263210195,0.2110648118,9.1304627494,15.0003472616,19.0382251998
698,30485.7270547768,0.2625964982,1.2266857145,0.2113450798,9.1304697565,20.7497504264,13.2894044827
699,30506.4768052032,0.2814442733,1.2263093560,0.2110587653,9.1304626316,15.0136426753,19.0387252309
700,30521.4904478786,0.2404860833,1.2266893222,0.2113512559,9.1304699189,20.7366398524,13.2916269822
701,30542.2270877310,0.2615083734,1.2262973393,0.2110525776,9.1304624947,15.2488378238,19.0259557750
702,30557.4759255548,0.3373044046,1.2267306885,0.2113682722,9.1304701102,20.5168502002,13.5334829873
703,30577.9927757551,0.2390280625,1.2263038292,0.2110610210,9.1304627136,15.2337493556,18.7926737796
704,30593.2265251106,0.3197879263,1.2267202573,0.2113629002,9.1304700873,20.7494525663,13.5209079345
705,30613.9759776769,0.3363973881,1.2263424210,0.2110758704,9.1304628561,15.0007276533,19.0341143171
706,30628.9767053302,0.3013688862,1.2267091933,0.2113571915,9.1304700071,20.7498285976,13.2887676127
707,30649.7265339278,0.3188217173,1.2263319490,0.2110704644,9.1304628302,15.0002698162,19.0372281495
708,30664.7268037440,0.2822030425,1.2266975551,0.2113511714,9.1304698907,20.7499055797,13.2889511987
709,30685.4767093237,0.3003618961,1.2263208515,0.2110647248,9.1304627479,15.0003586509,19.0382367121
710,30700.4770679746,0.2622971574,1.2266855434,0.2113449943,9.1304697546,20.7497385116,13.2894125974
711,30721.2268064862,0.2811552944,1.2263091796,0.2110586738,9.1304626296,15.0145586800,19.0387218304
712,30736.2413651661,0.2400451634,1.2266902886,0.2113520671,9.1304699391,20.7357377763,13.2917629335
713,30756.9771029424,0.2612081391,1.2262971698,0.2110524934,9.1304624927,15.2488452164,19.0250480218
714,30772.2259481588,0.3370576554,1.2267305413,0.2113681963,9.1304701104,20.5179138955,13.5335800134
715,30792.7438620543,0.2385571297,1.2263050151,0.2110620059,9.1304627382,15.2326669302,18.7927802465
716,30807.9765289845,0.3195215281,1.2267200981,0.2113628181,9.1304700864,20.7494685597,13.5198425699
717,30828.7259975442,0.3361488555,1.2263422729,0.2110757938,9.1304628562,15.0007096165,19.0342298798
718,30843.7267071607,0.3010913762,1.2267090257,0.2113571049,9.1304700056,20.7498305119,13.2887601145
719,30864.4765376725,0.3185546549,1.2263317892,0.2110703818,9.1304628294,15.0002673462,19.0372483616
720,30879.4768050187,0.2819143877,1.2266973789,0.2113510802,9.1304698888,20.7499060986,13.2889572543
721,30900.2267111173,0.3000836715,1.2263206833,0.2110646377,9.1304627463,15.0003708554,19.0382481550
722,30915.2270819727,0.2619974611,1.2266853730,0.2113449094,9.1304697527,20.7497258022,13.2894208148
723,30935.9768077750,0.2808663513,1.2263090032,0.2110585823,9.1304626277,15.0155399154,19.0387175733
724,30950.9923476903,0.2395929128,1.2266913399,0.2113529454,9.1304699610,20.7347713820,13.2919090721
725,30971.7271190723,0.2609077734,1.2262970013,0.2110524099,9.1304624908,15.2488504803,19.0240751059
726,30986.9759695526,0.3368102204,1.2267303938,0.2113681203,9.1304701106,20.5190568282,13.5336708692
727,31007.4950263809,0.2380725181,1.2263063030,0.2110630714,9.1304627648,15.2315064179,18.7928972932
728,31022.7265327988,0.3192552835,1.2267199390,0.2113627362,9.1304700856,20.7494836461,13.5186988933
729,31043.4760164449,0.3358997356,1.2263421244,0.2110757172,9.1304628563,15.0006925299,19.0343398361
730,31058.4767089748,0.3008137371,1.2267088580,0.2113570183,9.1304700041,20.7498323857,13.2887535296
731,31079.2265413605,0.3182877833,1.2263316297,0.2110702994,9.1304628285,15.0002649365,19.0372682782
732,31094.2268062971,0.2816259603,1.2266972029,0.2113509890,9.1304698869,20.7499065962,13.2889633343
733,31114.9767128933,0.2998056107,1.2263205153,0.2110645507,9.1304627448,15.0003839055,19.0382595244
734,31129.9770967987,0.2616978910,1.2266852036,0.2113448253,9.1304697508,20.7497122730,13.2894291194
735,31150.7268090718,0.2805771574,1.2263088266,0.2110584907,9.1304626258,15.0165928312,19.0387124869
736,31165.7434019030,0.2391277403,1.2266924841,0.2113538972,9.1304699847,20.7337342610,13.2920665583
737,31186.4771361640,0.2606075333,1.2262968340,0.2110523274,9.1304624890,15.2488536674,19.0230305584
738,31201.7259898314,0.3365623382,1.2267302461,0.2113680441,9.1304701107,20.5202878816,13.5337558203
739,31222.2462777130,0.2375718933,1.2263077044,0.2110642267,9.1304627936,15.2302588486,18.7930260271
740,31237.4765365616,0.3189887315,1.2267197797,0.2113626540,9.1304700847,20.7494978778,13.5174679762
741,31258.2260344394,0.3356503512,1.2263419760,0.2110756405,9.1304628565,15.0006763314,19.0344444791
742,31273.2267107708,0.3005363114,1.2267086904,0.2113569317,9.1304700026,20.7498342225,13.2887477692
743,31293.9765449933,0.3180210990,1.2263314702,0.2110702171,9.1304628276,15.0002625869,19.0372879157
744,31308.9768075801,0.2813377332,1.2266970271,0.2113508980,9.1304698849,20.7499070724,13.2889694305
745,31329.7267146525,0.2995276221,1.2263203472,0.2110644637,9.1304627433,15.0003978540,19.0382708017
746,31344.7271125065,0.2613983966,1.2266850353,0.2113447420,9.1304697489,20.7496978673,13.2894375322
747,31365.4768103738,0.2802885851,1.2263086505,0.2110583993,9.1304626238,15.0177196335,19.0387064425
748,31380.4945300073,0.2386500051,1.2266937254,0.2113549255,9.1304700103,20.7326242383,13.2922359380
749,31401.2271542456,0.2603079177,1.2262966684,0.2110522460,9.1304624871,15.2488548137,19.0219121834
750,31416.4760090592,0.3363145087,1.2267300987,0.2113679682,9.1304701109,20.5216089593,13.5338350208
751,31436.9976180185,0.2370558267,1.2263092231,0.2110654746,9.1304628248,15.2289222415,18.7931666987
752,31452.2265402600,0.3187228951,1.2267196209,0.2113625722,9.1304700839,20.7495113354,13.5161477721
753,31472.9760515953,0.3354008287,1.2263418275,0.2110755638,9.1304628566,15.0006609528,19.0345441907
754,31487.9767125482,0.3002591880,1.2267085231,0.2113568452,9.1304700011,20.7498360278,13.2887427776
755,31508.7265485760,0.3177543116,1.2263313106,0.2110701346,9.1304628267,15.0002602940,19.0373073193
756,31523.7268088700,0.2810494512,1.2266968512,0.2113508069,9.1304698830,20.7499075254,13.2889755528
757,31544.4767163954,0.2992496931,1.2263201792,0.2110643767,9.1304627417,15.0004127570,19.0382820078
758,31559.4771291523,0.2610989473,1.2266848681,0.2113446595,9.1304697470,20.7496825335,13.2894460529
759,31580.2268116858,0.2799997777,1.2263084742,0.2110583078,9.1304626219,15.0189297704,19.0386994433
760,31595.2457414562,0.2381570437,1.2266950752,0.2113560397,9.1304700381,20.7314320198,13.2924189001
761,31615.9771734760,0.2600073807,1.2262965033,0.2110521652,9.1304624853,15.2488539453,19.0207105942
762,31631.2260274212,0.3360654716,1.2267299504,0.2113678917,9.1304701110,20.5230354522,13.5339091451
763,31651.7490628735,0.2365197494,1.2263108779,0.2110668304,9.1304628586,15.2274810433,18.7933211623
764,31666.9765439167,0.3184562273,1.2267194614,0.2113624900,9.1304700830,20.7495241307,13.5147228399
765,31687.7260680474,0.3351501341,1.2263416782,0.2110754867,9.1304628567,15.0006462673,19.0346397209
766,31702.7267143147,0.2999812053,1.2267083550,0.2113567584,9.1304699996,20.7498378008,13.2887384682
767,31723.4765521156,0.3174869849,1.2263311506,0.2110700519,9.1304628258,15.0002580542,19.0373265080
768,31738.4768101698,0.2807606204,1.2266966748,0.2113507156,9.1304698811,20.7499079562,13.2889817059
769,31759.2267181259,0.2989711942,1.2263200107,0.2110642894,9.1304627402,15.0004287128,19.0382931520
770,31774.2271468387,0.2607988135,1.2266847015,0.2113445777,9.1304697451,20.7496661737,13.2894547212
771,31794.9768130125,0.2797099896,1.2263082970,0.2110582159,9.1304626199,15.0202336864,19.0386914170
772,31809.9970466988,0.2376461220,1.2266965468,0.2113572504,9.1304700682,20.7301472113,13.2926173431
773,31830.7271939101,0.2597062624,1.2262963393,0.2110520853,9.1304624834,15.2488510541,19.0194153226
774,31845.9760449642,0.3358155658,1.2267298015,0.2113678150,9.1304701111,20.5298850082,13.5339782771
775,31866.5059299724,0.2391397522,1.2263128902,0.2110679815,9.1304628865,15.2206175554,18.7934904410
776,31881.7265475278,0.3181890865,1.2267193016,0.2113624076,9.1304700821,20.7495362796,13.5078754569
777,31902.4760838074,0.3348989228,1.2263415286,0.2110754094,9.1304628567,15.0006322591,19.0347311135
778,31917.4767160665,0.2997029980,1.2267081868,0.2113566714,9.1304699980,20.7498395460,13.2887347939
779,31938.2265556126,0.3172191448,1.2263309902,0.2110699690,9.1304628249,15.0002558680,19.0373455051
780,31953.2268114806,0.2804712377,1.2266964981,0.2113506241,9.1304698791,20.7499083644,13.2889878945
781,31973.9767198450,0.2986920410,1.2263198417,0.2110642018,9.1304627386,15.0004457884,19.0383042541
782,31988.9771656334,0.2604980255,1.2266845359,0.2113444966,9.1304697433,20.7496487173,13.2894635353
783,32009.7268143507,0.2794201739,1.2263081200,0.2110581240,9.1304626179,15.0216353786,19.0386822392
784,32024.7484497292,0.2371171986,1.2266981465,0.2113585624,9.1304701009,20.7287658548,13.2928322632
785,32045.4772155840,0.2594051512,1.2262961768,0.2110520066,9.1304624816,15.2488461352,19.0180223496
786,32060.7260617192,0.3355653096,1.2267296526,0.2113677383,9.1304701112,20.5444406856,13.5340424645
787,32081.2705024048,0.2463987218,1.2263151745,0.2110686366,9.1304629006,15.2060486796,18.7936753875
788,32096.4765510844,0.3179222187,1.2267191420,0.2113623254,9.1304700812,20.7495478504,13.4933224875
789,32117.2260989348,0.3346470622,1.2263413787,0.2110753320,9.1304628568,15.0006188695,19.0348187255
790,32132.2267178043,0.2994244792,1.2267080184,0.2113565844,9.1304699965,20.7498412508,13.2887317077
791,32152.9765590552,0.3169517895,1.2263308303,0.2110698864,9.1304628239,15.0002537435,19.0373641999
792,32167.9768127987,0.2801823995,1.2266963218,0.2113505328,9.1304698772,20.7499087450,13.2889940846
793,32188.7267215437,0.2984136813,1.2263196734,0.2110641147,9.1304627370,15.0004639740,19.0383152354
794,32203.7271855177,0.2601979423,1.2266843721,0.2113444169,9.1304697415,20.7496301803,13.2894724619
795,32224.4768156980,0.2791311031,1.2263079436,0.2110580325,9.1304626160,15.0231386753,19.0386718978
796,32239.4999543733,0.2365701921,1.2266998804,0.2113599803,9.1304701362,20.7272841857,13.2930646964
797,32260.2272385590,0.2591042478,1.2262960160,0.2110519292,9.1304624799,15.2488391753,19.0165278722
798,32275.4760777342,0.3353149341,1.2267295037,0.2113676616,9.1304701113,20.5581221050,13.5341018205
799,32296.0341998392,0.2532079584,1.2263173195,0.2110692527,9.1304629133,15.1923547534,18.7938777460
800,32311.2265545926,0.3176552486,1.2267189824,0.2113622431,9.1304700803,20.7495588443,13.4796442934
801,32331.9761134370,0.3343952233,1.2263412289,0.2110752547,9.1304628568,15.0006060871,19.0349025656
802,32346.9767195241,0.2991463414,1.2267078502,0.2113564975,9.1304699950,20.7498429288,13.2887291680
803,32367.7265624529,0.3166842596,1.2263306702,0.2110698037,9.1304628230,15.0002516752,19.0373826970
